"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","0D","0A","07282093","Honda North America (HNA) Toastmasters","0","0","0","0","0","45","45","","Charter 04/15/19"
"40","A","01","00000405","Dayton Toastmasters Club","5","0","13","15","28","0","33","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","1","0","8","2","10","0","11","",""
"40","A","01","00001108","Kittyhawk Club","3","0","8","9","17","0","20","",""
"40","A","01","01331177","Downtown Morning Toasters","5","0","30","22","52","0","57","D",""
"40","A","01","02158270","Heartbeat Toastmasters","12","0","21","24","45","0","57","D",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","9","0","11","12","23","0","32","",""
"40","A","02","00002421","Beacon Toastmasters Club","3","0","14","10","24","0","27","",""
"40","A","02","00004532","Wright-Flyers ","9","0","18","19","37","0","46","P",""
"40","A","02","00008187","Tarmac Toastmasters Club","3","0","8","10","18","0","21","",""
"40","A","02","07017426","Leaders on the Rise","10","0","8","7","15","0","25","",""
"40","A","03","00000553","Megacity Toastmasters Club","2","0","8","6","14","0","16","",""
"40","A","03","00001740","Miami Valley Toastmasters","5","0","11","10","21","0","26","",""
"40","A","03","00002120","Kettering Toastmasters Club","5","0","15","16","31","0","36","",""
"40","A","03","00631540","Springboro Toastmasters","5","0","12","10","22","0","27","",""
"40","A","03","07264780","Synchrony - Kettering","0","0","0","0","0","20","20","","Charter 04/15/19"
"40","A","04","00001238","Greenville Club","0","0","12","11","23","0","23","",""
"40","A","04","00004341","Lima Eye Openers Club","1","0","7","8","15","0","16","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","4","0","10","11","21","0","25","",""
"40","A","04","00007241","Hi-Point Club","2","1","10","8","19","0","21","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","7","0","17","17","34","0","41","",""
"40","A","04","04334989","Crown Toastmasters","19","0","42","45","87","0","106","P",""
"40","A","05","00009297","Vandalia Toastmasters Club","2","0","9","8","17","0","19","",""
"40","A","05","00585063","Springfield Toastmasters Club","6","0","11","15","26","0","32","",""
"40","A","05","05124110","Miami County Toastmasters","11","1","17","22","40","0","51","P",""
"40","A","05","06547513","Cause-Driven Toastmasters","4","1","18","17","36","0","40","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","37","0","11","26","37","0","74","D",""
"40","A","06","00001206","RELX Communicators","6","0","10","12","22","0","28","",""
"40","A","06","00001694","Dayton United Communicators Club","10","0","24","15","39","0","49","P",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","0","0","8","7","15","0","15","",""
"40","A","06","02615720","WINning Communicators","3","0","10","8","18","0","21","",""
"40","B","11","00000214","Greater Columbus Toastmasters","7","0","10","12","22","0","29","",""
"40","B","11","00000859","Northwest Club","10","2","19","16","37","0","47","",""
"40","B","11","00004158","Hilliard Toastmasters Club","12","0","10","16","26","0","38","",""
"40","B","11","02451490","2Checkout","11","0","9","8","17","0","28","",""
"40","B","11","03374578","Dynamic  Growth Toastmasters","7","0","3","7","10","0","17","",""
"40","B","12","00002718","Masterminds At Grandview Yard","8","0","7","9","16","0","24","",""
"40","B","12","03812990","Eagles Toastmasters","8","0","14","16","30","0","38","",""
"40","B","12","05819394","The Toastmasters At OSU Wexner Medical Center","4","1","12","10","23","0","27","",""
"40","B","12","06743347","Toastmasters International At OSU","6","0","3","5","8","0","14","",""
"40","B","13","00005156","Delaware Toastmasters","7","0","10","14","24","0","31","",""
"40","B","13","01293737","MY CATALYST TMC","4","0","15","14","29","0","33","",""
"40","B","13","01508639","Scotts Gro-Masters","6","0","26","23","49","0","55","S",""
"40","B","13","01684414","Marysville E.C.H.O.S.","1","0","16","0","16","0","17","",""
"40","B","14","01131982","Premier Toastmasters","9","0","27","23","50","0","59","P",""
"40","B","14","01276053","Essential To Leadership","8","0","9","15","24","0","32","",""
"40","B","14","06133241","Women With Voices","25","0","6","8","14","0","39","",""
"40","B","14","06722000","Wings With Voices","4","0","7","9","16","0","20","",""
"40","B","15","00000959","Columbus Toastmasters Club","7","0","11","15","26","0","33","",""
"40","B","15","00001028","Worthington Toastmasters","11","0","12","13","25","0","36","",""
"40","B","15","00004695","Unity Club","6","0","14","12","26","0","32","",""
"40","B","15","00004915","Central Ohio Advanced Club","0","0","15","13","28","0","28","",""
"40","B","15","01825615","Progressive Speaking Club","3","0","11","11","22","0","25","",""
"40","B","16","00000478","OCLC Toastmasters Club","3","0","20","19","39","0","42","",""
"40","B","16","00002246","Excellcomm Club","3","0","16","12","28","0","31","",""
"40","B","16","00005447","Sawmill Toastmasters Club","4","0","8","8","16","0","20","",""
"40","B","16","02884105","Dublin Premier TM Club","0","0","8","8","16","0","16","",""
"40","B","16","04181643","Dublin Advanced Toastmasters","10","0","8","13","21","0","31","",""
"40","C","21","00647621","SOAR Toastmasters Club","6","0","26","14","40","0","46","",""
"40","C","21","00656587","Polaris Toastmasters Club","16","0","31","27","58","0","74","P",""
"40","C","21","01477745","TEAM Toastmasters Club","4","0","13","13","26","0","30","",""
"40","C","21","02289063","Toast What Matters","23","0","20","22","42","0","65","P",""
"40","C","21","04309899","Toast of the Town","2","0","17","12","29","0","31","",""
"40","C","21","06414354","460° Toastmasters Club","5","0","11","5","16","0","21","",""
"40","C","22","00003182","New Albany Toastmasters","1","0","12","11","23","0","24","",""
"40","C","22","00008226","Gahanna Club","11","0","12","21","33","0","44","D",""
"40","C","22","01030644","Kilowattmasters","4","0","17","19","36","0","40","",""
"40","C","22","01293730","New Albany Communicators","7","0","9","8","17","0","24","",""
"40","C","22","06962119","Trane Columbus","0","0","0","0","0","0","0","",""
"40","C","22","07206254","CVG Toastmasters","5","0","0","19","19","20","44","","Charter 11/26/18"
"40","C","23","00000524","Franklin Club","13","1","24","26","51","0","64","P",""
"40","C","23","00950432","Toaster Treats","2","0","15","0","15","0","17","",""
"40","C","23","01045500","ICC Toastmasters Club","0","0","0","0","0","0","0","",""
"40","C","23","05412649","Toasterville","4","0","15","4","19","0","23","",""
"40","C","23","06137312","Franklin County Dept. of Job and Family Svcs.","10","0","19","20","39","0","49","D",""
"40","C","23","07013386","Columbus VA Toastmasters","0","0","0","0","0","20","20","","Charter 07/31/18"
"40","C","24","00003002","Columbus-Whitehall Club","4","0","17","11","28","0","32","",""
"40","C","24","00003885","Podium Pros Toastmasters Club","15","1","23","27","51","0","66","P",""
"40","C","24","00588225","FearBreakers Toastmasters Club","7","0","11","13","24","0","31","",""
"40","C","24","05954112","Morgan Stanley Columbus Toastmasters","0","0","0","0","0","0","0","",""
"40","C","24","07013391","Toastmasters Speech Therapy","0","0","0","0","0","20","20","","Charter 07/31/18"
"40","C","25","00003500","AGOISSI Toastmasters Club","13","0","30","24","54","0","67","P",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","9","0","22","14","36","0","45","",""
"40","C","25","03537448","Shoe Lovers","1","0","14","9","23","0","24","",""
"40","C","25","04410308","Defensively Speaking","4","0","10","11","21","0","25","",""
"40","C","25","05560103","Professional Speakers","9","1","12","9","22","0","31","",""
"40","C","25","06070109","Trance Mission Toastmasters","16","0","25","30","55","0","71","S",""
"40","D","31","00001861","Mt. Auburn Toastmasters","9","0","8","10","18","0","27","D",""
"40","D","31","00008416","Articulate Revenuers Toastmasters Club","0","0","9","9","18","0","18","",""
"40","D","31","00742749","Kroger Food for Thought Club","8","0","10","11","21","0","29","",""
"40","D","31","01491854","A Toast to Genius","10","0","16","17","33","0","43","",""
"40","D","31","05522829","HCDC Entrepreneur Toastmasters Club","11","0","10","8","18","0","29","",""
"40","D","32","00008020","Bearcat Toastmasters Club","6","0","13","11","24","0","30","",""
"40","D","32","00009319","Cincinnati NIOSH Club","9","0","10","16","26","0","35","D",""
"40","D","32","00922067","Environmentally Speaking","4","0","15","14","29","0","33","",""
"40","D","32","04411219","Healthy Toasters","2","0","10","10","20","0","22","",""
"40","D","33","00007083","Cheers Toastmasters","8","0","18","11","29","0","37","",""
"40","D","33","00009056","Speak With US","4","0","6","4","10","0","14","",""
"40","D","33","01655418","MSD Sewer Talk","1","0","14","14","28","0","29","",""
"40","D","33","04680303","Cincinnati Toastados","3","0","15","9","24","0","27","",""
"40","D","33","06783256","Pathfinders","2","0","12","5","17","0","19","",""
"40","D","34","00003459","Great American Speakers Club","13","0","37","29","66","0","79","P",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","7","0","13","20","33","0","40","",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","1","0","12","7","19","0","20","",""
"40","D","34","03281199","Cincinnati Breakfast Club","3","0","9","9","18","0","21","",""
"40","D","35","00001249","West Hills Toastmasters Club","2","1","15","10","26","0","28","",""
"40","D","35","00002142","Toast-N-Talk Club","1","0","11","10","21","0","22","",""
"40","D","35","00907534","FTMT on Campus","18","0","28","20","48","0","66","S",""
"40","D","35","04887152","Paycor Toastmasters","9","0","26","22","48","0","57","",""
"40","E","41","00002391","Lexington Toastmasters Club","8","0","15","15","30","0","38","",""
"40","E","41","00002949","Sunrise Toastmasters Club","5","0","19","16","35","0","40","",""
"40","E","41","00004271","Bluegrass Toastmasters","5","0","7","8","15","0","20","",""
"40","E","41","03663553","Big Blue Toastmasters","7","0","6","8","14","0","21","",""
"40","E","42","00004097","Madco Club","6","0","7","9","16","0","22","",""
"40","E","42","00007305","Downtown Lunch Bunch Toastmasters Club","11","0","10","13","23","0","34","D",""
"40","E","42","00007661","London KY Toastmasters Club","15","0","3","10","13","0","28","",""
"40","E","42","00008718","Lexington Leaders Club","23","0","10","20","30","0","53","D",""
"40","E","43","00002730","Capital City Toastmasters","4","0","13","14","27","0","31","",""
"40","E","43","00005517","Lexmark Club","9","0","5","9","14","0","23","",""
"40","E","43","01990654","Midway Toastmasters","5","0","15","20","35","0","40","P",""
"40","E","43","04435488","KYTC Speakers","5","0","9","12","21","0","26","",""
