"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","9","0","12","13","25","0","34","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","3","0","8","8","16","0","19","",""
"40","A","01","00001108","Kittyhawk Club","5","0","9","9","18","0","23","",""
"40","A","01","01330791","Sinclair","5","0","4","2","6","0","11","",""
"40","A","01","01331177","Downtown Morning Toasters","10","0","20","20","40","0","50","P",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","0","16","14","30","0","31","",""
"40","A","02","00004532","Wright-Flyers ","8","0","9","9","18","0","26","",""
"40","A","02","00005586","Command Performers Club","1","0","5","0","5","0","6","",""
"40","A","02","00008187","Tarmac Toastmasters Club","5","0","10","12","22","0","27","",""
"40","A","03","00000553","Megacity Toastmasters Club","5","0","10","10","20","0","25","",""
"40","A","03","00001740","Miami Valley Toastmasters","6","0","18","17","35","0","41","D",""
"40","A","03","00002120","Kettering Toastmasters Club","3","0","19","15","34","0","37","",""
"40","A","03","00631540","Springboro Coffee Talk","5","0","11","10","21","0","26","",""
"40","A","04","00001210","Hogge Creek Club","0","0","5","5","10","0","10","",""
"40","A","04","00004341","Lima Eye Openers Club","3","0","5","6","11","0","14","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","2","0","8","8","16","0","18","",""
"40","A","04","00008144","Shelby County Club","3","0","9","10","19","0","22","",""
"40","A","04","01739738","Emerson Climate Toastmasters","15","0","13","20","33","0","48","D",""
"40","A","05","00000655","Kanpai Club","0","0","0","0","0","0","0","",""
"40","A","05","00002159","Aquinas Toastmasters Club","2","0","7","8","15","0","17","",""
"40","A","05","00585063","Springfield Toastmasters Club","2","1","18","20","39","0","41","S",""
"40","A","05","00635245","Leaders on the Rise Toastmasters Club","7","0","5","3","8","0","15","",""
"40","A","05","02229805","Hartzell Toastmasters","6","0","0","0","0","0","6","",""
"40","A","06","00002421","Beacon Club","11","0","20","26","46","0","57","",""
"40","A","06","00002838","Xenia Toastmasters Club","0","0","0","0","0","0","0","",""
"40","A","06","00008263","Presidential Drive Toastmasters","0","0","0","0","0","0","0","",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","3","0","8","10","18","0","21","",""
"40","A","06","00732139","Wright State Toastmasters","7","0","6","6","12","0","19","",""
"40","A","07","00001206","Mid Day Cabaret Club","5","0","18","13","31","0","36","",""
"40","A","07","00003255","Mound Club","1","0","8","9","17","0","18","",""
"40","A","07","00940665","Toastmasters @ 9797","4","0","12","13","25","0","29","",""
"40","A","07","01126147","LJB Toastmasters","2","0","26","28","54","0","56","",""
"40","A","08","00001238","Greenville Club","2","0","15","16","31","0","33","",""
"40","A","08","00009297","Vandalia Toastmasters Club","3","0","8","8","16","0","19","",""
"40","A","08","01523655","Wayne HealthCare Toastmasters","0","0","0","0","0","0","0","",""
"40","A","08","02298717","Speakers of the Firehouse","0","0","1","0","1","0","1","",""
"40","A","09","00001694","Dayton United Communicators Club","8","1","7","8","16","0","24","",""
"40","A","09","01216711","CMG Headliners","11","0","3","7","10","0","21","",""
"40","A","09","01323782","Deloitte Dayton Office Toastmasters","7","0","13","8","21","0","28","",""
"40","A","09","02158270","Heartbeat Toastmasters","16","0","19","17","36","0","52","S",""
"40","A","09","02615720","WINning Communicators","3","0","26","23","49","27","79","","Charter 08/21/12"
"40","B","11","00000859","Northwest Club","12","0","14","12","26","0","38","",""
"40","B","11","00004158","Hilliard Toastmasters Club","10","0","14","14","28","0","38","P",""
"40","B","11","00004915","Central Ohio Advanced Club","2","0","14","11","25","0","27","",""
"40","B","11","00005093","Battelle Toastmasters Club","12","0","21","15","36","0","48","",""
"40","B","11","02116422","BIRI Toastmasters","3","0","26","26","52","0","55","",""
"40","B","12","00002718","Toastmasters @ Tuttle  #2718","11","0","15","16","31","0","42","P",""
"40","B","12","01015118","Nationwide Rings Road","4","0","14","9","23","0","27","",""
"40","B","12","01029419","Uptown","4","0","12","11","23","0","27","",""
"40","B","12","01149175","Trailblazers","8","0","6","5","11","0","19","",""
"40","B","13","00007241","Hi-Point Club","8","0","9","11","20","0","28","",""
"40","B","13","01293737","MY CATALYST TMC","6","0","13","9","22","0","28","",""
"40","B","13","01508639","Scotts Gro-Masters","12","3","36","33","72","0","84","S",""
"40","B","13","01684414","Marysville E.C.H.O.S.","13","0","17","27","44","0","57","S",""
"40","B","13","02451490","2Checkout","2","0","19","13","32","0","34","",""
"40","B","14","00000214","The Greater Columbus Toastmasters","7","0","19","14","33","0","40","",""
"40","B","14","00000478","OCLC Toastmasters Club","12","0","18","19","37","0","49","D",""
"40","B","14","01131982","Premier Toastmasters","18","0","26","37","63","0","81","S",""
"40","B","14","01276053","Essential To Leadership","8","0","10","13","23","0","31","",""
"40","B","15","00001028","Worthington Toastmasters","8","0","9","9","18","0","26","",""
"40","B","15","00004695","Unity Club","8","0","19","18","37","0","45","D",""
"40","B","15","00005447","Sawmill Toastmasters Club","7","0","16","12","28","0","35","",""
"40","B","15","00749359","Anthem Toastmasters On High Club","9","0","15","17","32","0","41","",""
"40","C","21","00647621","SOAR Toastmasters Club","7","0","21","14","35","0","42","",""
"40","C","21","00656587","Polaris Toastmasters Club","24","0","26","25","51","0","75","P",""
"40","C","21","01477745","Friendly Financiers","7","0","9","8","17","0","24","",""
"40","C","21","02289063","Toast What Matters","12","0","19","20","39","0","51","D",""
"40","C","22","00003182","New Albany Toastmasters","3","0","24","21","45","0","48","",""
"40","C","22","00008226","Gahanna Club","10","0","20","23","43","0","53","S",""
"40","C","22","01293730","New Albany Communicators","6","0","14","14","28","0","34","",""
"40","C","22","01351987","Safe Auto Diamond Voices","9","0","23","28","51","0","60","P",""
"40","C","22","02264945","Central Ohio Veterans TM Club","0","0","0","0","0","0","0","",""
"40","C","23","00000524","Franklin Club","16","1","28","31","60","0","76","P",""
"40","C","23","00000959","Columbus Toastmasters Club","15","0","10","16","26","0","41","S",""
"40","C","23","00004300","Achievement In Speaking Club","0","0","0","0","0","0","0","",""
"40","C","23","01030644","AEP Kilowattmasters","6","0","15","14","29","0","35","",""
"40","C","23","01045500","ICC Toastmasters Club","19","0","20","11","31","0","50","",""
"40","C","24","00003885","Podium Pros Toastmasters Club","12","1","26","23","50","0","62","P",""
