"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","4","0","17","14","31","0","35","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","6","0","6","7","13","0","19","",""
"40","A","01","00001108","Kittyhawk Club","3","0","10","9","19","0","22","",""
"40","A","01","01331177","Downtown Morning Toasters","14","0","28","32","60","0","74","S",""
"40","A","01","02158270","Heartbeat Toastmasters","11","0","20","25","45","0","56","S",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","5","0","15","10","25","0","30","",""
"40","A","02","00002421","Beacon Toastmasters Club of Beavercreek","1","0","16","15","31","0","32","",""
"40","A","02","00004532","Wright-Flyers ","13","0","15","12","27","0","40","",""
"40","A","02","00008187","Tarmac Toastmasters Club","0","0","11","11","22","0","22","",""
"40","A","02","00732139","Wright State Toastmasters","0","0","0","0","0","0","0","",""
"40","A","03","00000553","Megacity Toastmasters Club","5","0","8","7","15","0","20","",""
"40","A","03","00001740","Miami Valley Toastmasters","5","0","17","15","32","0","37","",""
"40","A","03","00002120","Kettering Toastmasters Club","7","0","21","19","40","0","47","",""
"40","A","03","00631540","Springboro Toastmasters","6","0","11","9","20","0","26","",""
"40","A","03","03797950","Teradata Toastmasters Club","2","0","7","0","7","0","9","",""
"40","A","04","00004341","Lima Eye Openers Club","1","0","7","7","14","0","15","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","1","0","9","9","18","0","19","",""
"40","A","04","00007241","Hi-Point Club","4","0","8","8","16","0","20","",""
"40","A","04","04334989","Crown Toastmasters","18","0","47","50","97","0","115","S",""
"40","A","04","05709494","Eight Bottles of Tide","0","0","11","0","11","0","11","",""
"40","A","05","00001238","Greenville Club","3","0","8","11","19","0","22","",""
"40","A","05","00009297","Vandalia Toastmasters Club","8","0","13","10","23","0","31","",""
"40","A","05","00585063","Springfield Toastmasters Club","2","0","10","10","20","0","22","",""
"40","A","05","01739738","Emerson Climate Toastmasters","9","0","17","13","30","0","39","",""
"40","A","05","05124110","Miami County Toastmasters","8","0","15","12","27","0","35","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","0","0","0","0","0","20","20","","Charter 04/13/18"
"40","A","06","00001206","RELX Communicators","7","0","9","10","19","0","26","",""
"40","A","06","00001694","Dayton United Communicators Club","22","0","17","24","41","0","63","P",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","0","1","10","10","21","0","21","",""
"40","A","06","02615720","WINning Communicators","6","0","24","17","41","0","47","",""
"40","A","06","06547513","Cause-Driven Toastmasters","2","0","0","12","12","21","35","","Charter 11/27/17"
"40","B","11","00000214","Greater Columbus Toastmasters","10","0","9","13","22","0","32","D",""
"40","B","11","00000859","Northwest Club","10","0","16","19","35","0","45","",""
"40","B","11","00004158","Hilliard Toastmasters Club","11","0","10","13","23","0","34","",""
"40","B","11","02451490","2Checkout","4","0","11","8","19","0","23","",""
"40","B","11","03374578","Dynamic DISH Toastmasters","10","0","10","10","20","0","30","",""
"40","B","12","00002718","Toastmasters @ Tuttle  #2718","5","0","15","11","26","0","31","",""
"40","B","12","01015118","Masters of the Yard","3","0","5","3","8","0","11","",""
