"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","2","0","17","9","26","0","28","",""
"40","A","01","00000405","Dayton Toastmasters Club","2","0","17","9","26","0","28","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","0","0","0","0","0","0","0","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","0","0","0","0","0","0","0","",""
"40","A","01","00001108","Kittyhawk Club","2","0","8","5","13","0","15","",""
"40","A","01","00001108","Kittyhawk Club","2","0","8","5","13","0","15","",""
"40","A","01","01331177","Downtown Morning Toasters","6","0","21","19","40","0","46","",""
"40","A","01","01331177","Downtown Morning Toasters","6","0","21","19","40","0","46","",""
"40","A","01","02158270","Heartbeat Toastmasters","6","0","14","8","22","0","28","",""
"40","A","01","02158270","Heartbeat Toastmasters","6","0","14","8","22","0","28","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","7","0","10","12","22","0","29","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","7","0","10","12","22","0","29","",""
"40","A","02","00002421","Beacon Toastmasters Club","3","0","9","8","17","0","20","",""
"40","A","02","00002421","Beacon Toastmasters Club","3","0","9","8","17","0","20","",""
"40","A","02","00004532","Wright-Flyers ","3","0","9","3","12","0","15","",""
"40","A","02","00004532","Wright-Flyers ","3","0","9","3","12","0","15","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","0","9","3","12","0","13","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","0","9","3","12","0","13","",""
"40","A","02","07017426","Leaders on the Rise","6","0","6","0","6","0","12","",""
"40","A","02","07017426","Leaders on the Rise","6","0","6","0","6","0","12","",""
"40","A","02","07273470","Wright Way Toastmasters","5","0","6","8","14","0","19","",""
"40","A","02","07273470","Wright Way Toastmasters","5","0","6","8","14","0","19","",""
"40","A","03","00000553","Megacity Toastmasters Club","4","0","8","8","16","0","20","",""
"40","A","03","00000553","Megacity Toastmasters Club","4","0","8","8","16","0","20","",""
"40","A","03","00001740","Miami Valley Toastmasters","5","0","11","5","16","0","21","",""
"40","A","03","00001740","Miami Valley Toastmasters","5","0","11","5","16","0","21","",""
"40","A","03","00002120","Kettering Toastmasters Club","8","0","20","4","24","0","32","",""
"40","A","03","00002120","Kettering Toastmasters Club","8","0","20","4","24","0","32","",""
"40","A","03","00631540","Springboro Toastmasters","6","0","10","12","22","0","28","",""
"40","A","03","00631540","Springboro Toastmasters","6","0","10","12","22","0","28","",""
"40","A","03","07264780","Synchrony - Kettering","11","0","11","22","33","0","44","",""
"40","A","03","07264780","Synchrony - Kettering","11","0","11","22","33","0","44","",""
"40","A","04","00001238","Greenville Club","2","0","9","8","17","0","19","",""
"40","A","04","00001238","Greenville Club","2","0","9","8","17","0","19","",""
"40","A","04","00004341","Lima Eye Openers Club","3","8","6","2","16","0","19","",""
"40","A","04","00004341","Lima Eye Openers Club","3","8","6","2","16","0","19","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","14","0","14","0","14","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","14","0","14","0","14","",""
"40","A","04","00007241","Hi-Point Club","4","2","9","10","21","0","25","",""
"40","A","04","00007241","Hi-Point Club","4","2","9","10","21","0","25","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","8","0","15","7","22","0","30","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","8","0","15","7","22","0","30","",""
"40","A","04","04334989","Crown Toastmasters","18","0","52","36","88","0","106","",""
"40","A","04","04334989","Crown Toastmasters","18","0","52","36","88","0","106","",""
"40","A","05","00009297","Vandalia Toastmasters Club","3","0","8","7","15","0","18","",""
"40","A","05","00009297","Vandalia Toastmasters Club","3","0","8","7","15","0","18","",""
"40","A","05","00585063","Springfield Toastmasters Club","5","0","14","4","18","0","23","",""
"40","A","05","00585063","Springfield Toastmasters Club","5","0","14","4","18","0","23","",""
"40","A","05","05124110","Miami County Toastmasters","4","0","13","9","22","0","26","",""
"40","A","05","05124110","Miami County Toastmasters","4","0","13","9","22","0","26","",""
"40","A","05","06547513","Cause-Driven Toastmasters","5","0","11","7","18","0","23","",""
"40","A","05","06547513","Cause-Driven Toastmasters","5","0","11","7","18","0","23","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","16","0","26","0","26","0","42","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","16","0","26","0","26","0","42","",""
"40","A","06","00001206","RELX Communicators","5","0","13","9","22","0","27","",""
"40","A","06","00001206","RELX Communicators","5","0","13","9","22","0","27","",""
"40","A","06","00001694","Dayton United Communicators Club","5","0","11","10","21","0","26","",""
"40","A","06","00001694","Dayton United Communicators Club","5","0","11","10","21","0","26","",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","0","0","8","5","13","0","13","",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","0","0","8","5","13","0","13","",""
"40","A","06","02615720","WINning Communicators","5","0","10","11","21","0","26","",""
"40","A","06","02615720","WINning Communicators","5","0","10","11","21","0","26","",""
"40","B","11","00000214","Greater Columbus Toastmasters","5","0","11","11","22","0","27","",""
"40","B","11","00000214","Greater Columbus Toastmasters","5","0","11","11","22","0","27","",""
"40","B","11","00000859","Northwest Club","1","0","10","1","11","0","12","",""
"40","B","11","00000859","Northwest Club","1","0","10","1","11","0","12","",""
"40","B","11","00004158","Hilliard Toastmasters Club","7","0","8","4","12","0","19","",""
"40","B","11","00004158","Hilliard Toastmasters Club","7","0","8","4","12","0","19","",""
"40","B","11","02451490","2Checkout","6","0","13","4","17","0","23","",""
"40","B","11","02451490","2Checkout","6","0","13","4","17","0","23","",""
"40","B","11","03374578","Dynamic  Growth Toastmasters","2","0","8","1","9","0","11","",""
"40","B","11","03374578","Dynamic  Growth Toastmasters","2","0","8","1","9","0","11","",""
"40","B","12","00002718","Masterminds At Grandview Yard","3","0","5","1","6","0","9","",""
"40","B","12","00002718","Masterminds At Grandview Yard","3","0","5","1","6","0","9","",""
"40","B","12","03812990","Eagles Toastmasters","4","0","13","5","18","0","22","",""
"40","B","12","03812990","Eagles Toastmasters","4","0","13","5","18","0","22","",""
"40","B","12","05819394","The Toastmasters At OSU Wexner Medical Center","5","0","5","0","5","0","10","",""
"40","B","12","05819394","The Toastmasters At OSU Wexner Medical Center","5","0","5","0","5","0","10","",""
"40","B","12","06743347","Toastmasters International At OSU","7","0","8","5","13","0","20","",""
"40","B","12","06743347","Toastmasters International At OSU","7","0","8","5","13","0","20","",""
"40","B","13","00005156","Delaware Toastmasters","10","0","15","12","27","0","37","",""
"40","B","13","00005156","Delaware Toastmasters","10","0","15","12","27","0","37","",""
"40","B","13","01293737","MY CATALYST TMC","3","0","16","13","29","0","32","",""
"40","B","13","01293737","MY CATALYST TMC","3","0","16","13","29","0","32","",""
"40","B","13","01508639","Scotts Gro-Masters","5","0","21","18","39","0","44","",""
"40","B","13","01508639","Scotts Gro-Masters","5","0","21","18","39","0","44","",""
"40","B","13","01684414","Marysville E.C.H.O.S.","0","21","17","15","53","0","53","",""
"40","B","13","01684414","Marysville E.C.H.O.S.","0","21","17","15","53","0","53","",""
"40","B","13","07282093","Honda North America (HNA) Toastmasters","18","0","39","38","77","0","95","",""
"40","B","13","07282093","Honda North America (HNA) Toastmasters","18","0","39","38","77","0","95","",""
"40","B","13","07330683","TM-one Toastmasters","1","0","21","0","21","0","22","",""
"40","B","13","07330683","TM-one Toastmasters","1","0","21","0","21","0","22","",""
"40","B","14","01131982","Premier Toastmasters","7","0","19","13","32","0","39","",""
"40","B","14","01131982","Premier Toastmasters","7","0","19","13","32","0","39","",""
"40","B","14","01276053","Essential To Leadership","7","0","8","8","16","0","23","",""
"40","B","14","01276053","Essential To Leadership","7","0","8","8","16","0","23","",""
"40","B","14","06133241","Women With Voices","5","2","9","12","23","0","28","",""
"40","B","14","06133241","Women With Voices","5","2","9","12","23","0","28","",""
"40","B","14","06722000","Wings With Voices","11","0","5","13","18","0","29","",""
"40","B","14","06722000","Wings With Voices","11","0","5","13","18","0","29","",""
"40","B","15","00000959","Columbus Toastmasters Club","11","0","16","9","25","0","36","",""
"40","B","15","00000959","Columbus Toastmasters Club","11","0","16","9","25","0","36","",""
"40","B","15","00001028","Worthington Toastmasters","4","0","13","10","23","0","27","",""
"40","B","15","00001028","Worthington Toastmasters","4","0","13","10","23","0","27","",""
"40","B","15","00004695","Unity Club","1","0","11","5","16","0","17","",""
"40","B","15","00004695","Unity Club","1","0","11","5","16","0","17","",""
"40","B","15","00004915","Central Ohio Advanced Club","2","0","12","13","25","0","27","",""
"40","B","15","00004915","Central Ohio Advanced Club","2","0","12","13","25","0","27","",""
"40","B","15","01825615","Progressive Speaking Club","8","0","9","17","26","0","34","",""
"40","B","15","01825615","Progressive Speaking Club","8","0","9","17","26","0","34","",""
"40","B","16","00000478","OCLC Toastmasters Club","5","0","21","2","23","0","28","",""
"40","B","16","00000478","OCLC Toastmasters Club","5","0","21","2","23","0","28","",""
"40","B","16","00002246","Excellcomm Club","2","0","14","5","19","0","21","",""
"40","B","16","00002246","Excellcomm Club","2","0","14","5","19","0","21","",""
"40","B","16","00005447","Sawmill Toastmasters Club","1","0","11","0","11","0","12","",""
"40","B","16","00005447","Sawmill Toastmasters Club","1","0","11","0","11","0","12","",""
"40","B","16","02884105","Dublin Premier TM Club","5","0","4","1","5","0","10","",""
"40","B","16","02884105","Dublin Premier TM Club","5","0","4","1","5","0","10","",""
"40","B","16","04181643","Dublin Advanced Toastmasters","2","0","13","6","19","0","21","",""
"40","B","16","04181643","Dublin Advanced Toastmasters","2","0","13","6","19","0","21","",""
"40","B","16","07625804","We Speak Toastmasters","2","0","0","38","38","51","91","","Charter 02/20/20"
"40","B","16","07625804","We Speak Toastmasters","2","0","0","38","38","51","91","","Charter 02/20/20"
"40","C","21","00647621","SOAR Toastmasters Club","9","0","22","26","48","0","57","",""
"40","C","21","00647621","SOAR Toastmasters Club","9","0","22","26","48","0","57","",""
"40","C","21","00656587","Polaris Toastmasters Club","15","0","21","13","34","0","49","",""
"40","C","21","00656587","Polaris Toastmasters Club","15","0","21","13","34","0","49","",""
"40","C","21","01477745","TEAM Toastmasters Club","3","0","17","17","34","0","37","",""
"40","C","21","01477745","TEAM Toastmasters Club","3","0","17","17","34","0","37","",""
"40","C","21","02289063","Toast What Matters","12","0","23","22","45","0","57","",""
"40","C","21","02289063","Toast What Matters","12","0","23","22","45","0","57","",""
"40","C","21","04309899","Toast of the Town","1","0","12","11","23","0","24","",""
"40","C","21","04309899","Toast of the Town","1","0","12","11","23","0","24","",""
"40","C","21","06414354","460° Toastmasters Club","0","0","0","0","0","0","0","",""
"40","C","21","06414354","460° Toastmasters Club","0","0","0","0","0","0","0","",""
"40","C","21","07437506","Time 2 Toast","12","0","19","5","24","0","36","",""
"40","C","21","07437506","Time 2 Toast","12","0","19","5","24","0","36","",""
"40","C","22","00003182","New Albany Toastmasters","3","0","9","0","9","0","12","",""
"40","C","22","00003182","New Albany Toastmasters","3","0","9","0","9","0","12","",""
"40","C","22","00008226","Gahanna Club","7","0","12","19","31","0","38","",""
"40","C","22","00008226","Gahanna Club","7","0","12","19","31","0","38","",""
"40","C","22","01030644","Kilowattmasters","8","0","11","3","14","0","22","",""
"40","C","22","01030644","Kilowattmasters","8","0","11","3","14","0","22","",""
"40","C","22","01293730","New Albany Communicators","8","0","9","5","14","0","22","",""
"40","C","22","01293730","New Albany Communicators","8","0","9","5","14","0","22","",""
"40","C","22","07206254","CVG Toastmasters","0","0","15","0","15","0","15","",""
"40","C","22","07206254","CVG Toastmasters","0","0","15","0","15","0","15","",""
"40","C","23","00000524","Franklin Club","8","2","18","11","31","0","39","",""
"40","C","23","00000524","Franklin Club","8","2","18","11","31","0","39","",""
"40","C","23","00950432","Toaster Treats","0","0","0","0","0","0","0","",""
"40","C","23","00950432","Toaster Treats","0","0","0","0","0","0","0","",""
"40","C","23","05412649","Toasterville","0","0","0","0","0","0","0","",""
"40","C","23","05412649","Toasterville","0","0","0","0","0","0","0","",""
"40","C","23","06137312","Franklin County Dept. of Job and Family Svcs.","16","0","32","10","42","0","58","",""
"40","C","23","06137312","Franklin County Dept. of Job and Family Svcs.","16","0","32","10","42","0","58","",""
"40","C","23","07519962","Huntington Easton Toastmasters","1","0","0","1","1","23","25","","Charter 12/23/19"
"40","C","23","07519962","Huntington Easton Toastmasters","1","0","0","1","1","23","25","","Charter 12/23/19"
"40","C","24","00003002","Columbus-Whitehall Club","4","0","12","12","24","0","28","",""
"40","C","24","00003002","Columbus-Whitehall Club","4","0","12","12","24","0","28","",""
"40","C","24","00003885","Podium Pros Toastmasters Club","6","0","23","21","44","0","50","",""
"40","C","24","00003885","Podium Pros Toastmasters Club","6","0","23","21","44","0","50","",""
"40","C","24","00588225","FearBreakers Toastmasters Club","8","0","14","1","15","0","23","",""
"40","C","24","00588225","FearBreakers Toastmasters Club","8","0","14","1","15","0","23","",""
"40","C","24","04507513","Diversity Toasters of Central Ohio","0","1","0","0","1","0","1","",""
"40","C","24","04507513","Diversity Toasters of Central Ohio","0","1","0","0","1","0","1","",""
"40","C","25","00003500","AGOISSI Toastmasters Club","8","0","24","25","49","0","57","",""
"40","C","25","00003500","AGOISSI Toastmasters Club","8","0","24","25","49","0","57","",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","6","0","14","10","24","0","30","",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","6","0","14","10","24","0","30","",""
"40","C","25","03537448","Shoe Lovers","9","0","14","0","14","0","23","",""
"40","C","25","03537448","Shoe Lovers","9","0","14","0","14","0","23","",""
"40","C","25","04410308","Defensively Speaking","3","0","8","8","16","0","19","",""
"40","C","25","04410308","Defensively Speaking","3","0","8","8","16","0","19","",""
"40","C","25","06070109","Trance Mission Toastmasters","9","0","30","16","46","0","55","",""
"40","C","25","06070109","Trance Mission Toastmasters","9","0","30","16","46","0","55","",""
"40","D","31","00001861","Mt. Auburn Toastmasters","1","0","5","0","5","0","6","",""
"40","D","31","00001861","Mt. Auburn Toastmasters","1","0","5","0","5","0","6","",""
"40","D","31","00742749","Kroger Food for Thought Club","0","0","9","2","11","0","11","",""
"40","D","31","00742749","Kroger Food for Thought Club","0","0","9","2","11","0","11","",""
