"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","6","0","12","14","26","0","32","",""
"40","A","01","00001108","Kittyhawk Club","0","0","8","3","11","0","11","",""
"40","A","01","01331177","Downtown Morning Toasters","6","0","20","19","39","0","45","D",""
"40","A","01","02158270","Heartbeat Toastmasters","4","0","8","8","16","0","20","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","0","0","12","6","18","0","18","",""
"40","A","02","00002421","Beacon Toastmasters Club","6","0","14","11","25","0","31","",""
"40","A","02","00004532","Wright-Flyers ","1","0","8","7","15","0","16","",""
"40","A","02","00008187","Tarmac Toastmasters Club","0","0","12","11","23","0","23","",""
"40","A","02","07017426","Leaders on the Rise","6","0","8","10","18","0","24","",""
"40","A","02","07273470","Wright Way Toastmasters","8","0","8","9","17","0","25","",""
"40","A","03","00000553","Megacity Toastmasters Club","5","0","11","12","23","0","28","",""
"40","A","03","00001740","Miami Valley Toastmasters","3","0","12","11","23","0","26","",""
"40","A","03","00002120","Kettering Toastmasters Club","0","1","12","10","23","0","23","",""
"40","A","03","00631540","Springboro Toastmasters","8","0","13","20","33","0","41","P",""
"40","A","03","07264780","Synchrony - Kettering","6","0","19","24","43","0","49","",""
"40","A","04","00001238","Greenville Club","0","0","11","9","20","0","20","",""
"40","A","04","00004341","Lima Eye Openers Club","1","0","8","7","15","0","16","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","8","8","16","0","16","",""
"40","A","04","00007241","Hi-Point Club","0","0","10","8","18","0","18","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","3","0","9","10","19","0","22","",""
"40","A","04","04334989","Crown Toastmasters","0","0","20","19","39","0","39","",""
"40","A","05","00009297","Vandalia Toastmasters Club","0","0","3","0","3","0","3","",""
"40","A","05","00585063","Springfield Toastmasters Club","13","0","11","16","27","0","40","",""
"40","A","05","05124110","Miami County Toastmasters","3","0","5","7","12","0","15","",""
"40","A","05","06547513","Cause-Driven Toastmasters","2","0","10","11","21","0","23","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","2","0","13","8","21","0","23","",""
"40","A","06","00001206","RELX Communicators","3","0","9","9","18","0","21","",""
"40","A","06","00001694","Dayton United Communicators Club","9","0","15","16","31","0","40","",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","1","0","11","12","23","0","24","",""
"40","A","06","02615720","WINning Communicators","0","0","0","0","0","0","0","",""
"40","B","11","00000859","Northwest Club","0","0","4","3","7","0","7","",""
"40","B","11","00002718","Masterminds At Grandview Yard","3","0","8","10","18","0","21","",""
"40","B","11","02116422","Hikma Professionals","2","0","16","8","24","0","26","",""
"40","B","11","02451490","2Checkout","3","0","6","8","14","0","17","",""
"40","B","11","05168204","Grove City Toastmasters","3","1","10","7","18","0","21","",""
"40","B","12","00000214","Greater Columbus Toastmasters","6","0","9","10","19","0","25","",""
"40","B","12","01825615","Progressive Speaking Club","8","0","12","9","21","0","29","",""
"40","B","12","03374578","Dynamic  Growth Toastmasters","5","0","3","4","7","0","12","",""
"40","B","12","07219299","Radiant Toastmasters","3","0","12","12","24","0","27","",""
"40","B","13","00000478","OCLC Toastmasters Club","0","1","22","22","45","0","45","",""
"40","B","13","00005447","Sawmill Toastmasters Club","0","0","0","0","0","0","0","",""
"40","B","13","01131982","Premier Toastmasters","8","0","16","16","32","0","40","",""
"40","B","13","02884105","Dublin Premier TM Club","7","0","14","9","23","0","30","",""
"40","B","14","00002246","Excellcomm Club","2","0","11","9","20","0","22","",""
"40","B","14","00004158","Hilliard Toastmasters Club","0","0","8","8","16","0","16","",""
"40","B","14","01276053","Essential To Leadership","3","0","3","6","9","0","12","",""
"40","B","14","04181643","Dublin Advanced Toastmasters","3","0","10","10","20","0","23","",""
"40","B","14","06722000","Wings With Voices","4","0","12","9","21","0","25","",""
"40","B","15","01293737","MY CATALYST TMC","3","0","13","12","25","0","28","",""
"40","B","15","01508639","Scotts Gro-Masters","3","0","13","10","23","0","26","",""
"40","B","15","01684414","Marysville E.C.H.O.S.","0","0","0","0","0","0","0","",""
"40","B","15","07282093","Honda North America (HNA) Toastmasters","2","0","21","21","42","0","44","",""
"40","B","15","07330683","TM-one Toastmasters","7","0","9","10","19","0","26","",""
"40","C","21","00000524","Franklin Club","4","0","17","14","31","0","35","",""
"40","C","21","04309899","Toast of the Town","2","0","11","7","18","0","20","",""
"40","C","21","07437506","Time 2 Toast","0","0","1","0","1","0","1","",""
"40","C","21","07836455","Rise Higher Advanced Toastmasters Club","0","0","0","13","13","20","33","","Charter 12/11/20"
"40","C","22","00000511","Newark-Granville Club 511","0","0","9","8","17","0","17","",""
"40","C","22","00003182","New Albany Toastmasters","5","0","9","8","17","0","22","",""
"40","C","22","01293730","New Albany Communicators","7","0","9","11","20","0","27","",""
