"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","0","17","1","18","0","19","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","0","0","0","0","0","0","0","",""
"40","A","01","00001108","Kittyhawk Club","2","0","8","0","8","0","10","",""
"40","A","01","01331177","Downtown Morning Toasters","3","0","21","0","21","0","24","",""
"40","A","01","02158270","Heartbeat Toastmasters","5","0","14","1","15","0","20","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","0","10","0","10","0","11","",""
"40","A","02","00002421","Beacon Toastmasters Club","0","0","9","0","9","0","9","",""
"40","A","02","00004532","Wright-Flyers ","1","0","9","0","9","0","10","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","0","9","0","9","0","10","",""
"40","A","02","07017426","Leaders on the Rise","4","0","6","0","6","0","10","",""
"40","A","02","07273470","Wright Way Toastmasters","3","0","5","0","5","0","8","",""
"40","A","03","00000553","Megacity Toastmasters Club","2","0","8","0","8","0","10","",""
"40","A","03","00001740","Miami Valley Toastmasters","2","0","10","0","10","0","12","",""
"40","A","03","00002120","Kettering Toastmasters Club","5","0","20","0","20","0","25","",""
"40","A","03","00631540","Springboro Toastmasters","4","0","10","0","10","0","14","",""
"40","A","03","07264780","Synchrony - Kettering","11","0","11","0","11","0","22","",""
"40","A","04","00001238","Greenville Club","2","0","9","0","9","0","11","",""
"40","A","04","00004341","Lima Eye Openers Club","2","8","6","0","14","0","16","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","14","0","14","0","14","",""
"40","A","04","00007241","Hi-Point Club","2","2","9","0","11","0","13","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","3","0","15","0","15","0","18","",""
"40","A","04","04334989","Crown Toastmasters","16","0","52","4","56","0","72","",""
"40","A","05","00009297","Vandalia Toastmasters Club","2","0","8","0","8","0","10","",""
"40","A","05","00585063","Springfield Toastmasters Club","4","0","14","0","14","0","18","",""
"40","A","05","05124110","Miami County Toastmasters","1","0","12","0","12","0","13","",""
"40","A","05","06547513","Cause-Driven Toastmasters","3","0","11","2","13","0","16","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","16","0","26","0","26","0","42","",""
"40","A","06","00001206","RELX Communicators","1","0","13","0","13","0","14","",""
"40","A","06","00001694","Dayton United Communicators Club","4","0","11","0","11","0","15","",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","0","0","8","0","8","0","8","",""
"40","A","06","02615720","WINning Communicators","5","0","10","0","10","0","15","",""
"40","B","11","00000214","Greater Columbus Toastmasters","4","0","11","0","11","0","15","",""
"40","B","11","00000859","Northwest Club","1","0","10","0","10","0","11","",""
"40","B","11","00004158","Hilliard Toastmasters Club","6","0","8","0","8","0","14","",""
"40","B","11","02451490","2Checkout","4","0","13","1","14","0","18","",""
"40","B","11","03374578","Dynamic  Growth Toastmasters","1","0","8","0","8","0","9","",""
"40","B","12","00002718","Masterminds At Grandview Yard","0","0","5","0","5","0","5","",""
"40","B","12","03812990","Eagles Toastmasters","4","0","13","1","14","0","18","",""
"40","B","12","05819394","The Toastmasters At OSU Wexner Medical Center","1","0","5","0","5","0","6","",""
"40","B","12","06743347","Toastmasters International At OSU","5","0","8","0","8","0","13","",""
"40","B","13","00005156","Delaware Toastmasters","5","0","15","0","15","0","20","",""
"40","B","13","01293737","MY CATALYST TMC","2","0","16","0","16","0","18","",""
"40","B","13","01508639","Scotts Gro-Masters","3","0","21","0","21","0","24","",""
"40","B","13","01684414","Marysville E.C.H.O.S.","0","21","17","0","38","0","38","",""
"40","B","13","07282093","Honda North America (HNA) Toastmasters","12","0","38","0","38","0","50","",""
"40","B","13","07330683","TM-one Toastmasters","1","0","21","0","21","0","22","",""
"40","B","14","01131982","Premier Toastmasters","5","0","19","4","23","0","28","",""
"40","B","14","01276053","Essential To Leadership","4","0","8","0","8","0","12","",""
"40","B","14","06133241","Women With Voices","5","2","9","12","23","0","28","",""
"40","B","14","06722000","Wings With Voices","3","0","5","0","5","0","8","",""
"40","B","15","00000959","Columbus Toastmasters Club","5","0","16","0","16","0","21","",""
"40","B","15","00001028","Worthington Toastmasters","4","0","13","0","13","0","17","",""
"40","B","15","00004695","Unity Club","1","0","11","0","11","0","12","",""
"40","B","15","00004915","Central Ohio Advanced Club","2","0","12","0","12","0","14","",""
"40","B","15","01825615","Progressive Speaking Club","1","0","9","0","9","0","10","",""
"40","B","16","00000478","OCLC Toastmasters Club","5","0","21","0","21","0","26","",""
"40","B","16","00002246","Excellcomm Club","1","0","14","0","14","0","15","",""
"40","B","16","00005447","Sawmill Toastmasters Club","1","0","10","0","10","0","11","",""
"40","B","16","02884105","Dublin Premier TM Club","5","0","4","1","5","0","10","",""
"40","B","16","04181643","Dublin Advanced Toastmasters","1","0","12","0","12","0","13","",""
"40","C","21","00647621","SOAR Toastmasters Club","6","0","22","0","22","0","28","",""
"40","C","21","00656587","Polaris Toastmasters Club","6","0","21","1","22","0","28","",""
"40","C","21","01477745","TEAM Toastmasters Club","1","0","17","0","17","0","18","",""
"40","C","21","02289063","Toast What Matters","6","0","23","0","23","0","29","",""
"40","C","21","04309899","Toast of the Town","1","0","12","0","12","0","13","",""
"40","C","21","06414354","460° Toastmasters Club","0","0","0","0","0","0","0","",""
"40","C","21","07437506","Time 2 Toast","11","0","19","0","19","0","30","",""
"40","C","22","00003182","New Albany Toastmasters","2","0","9","0","9","0","11","",""
"40","C","22","00008226","Gahanna Club","4","0","12","0","12","0","16","",""
"40","C","22","01030644","Kilowattmasters","6","0","9","0","9","0","15","",""
"40","C","22","01293730","New Albany Communicators","7","0","9","0","9","0","16","",""
"40","C","22","07206254","CVG Toastmasters","0","0","15","0","15","0","15","",""
