"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","B","41","00002391","Lexington Toastmasters Club","8","0","18","16","34","0","42","",""
"40","B","41","00002949","Sunrise TM Club","15","0","26","32","58","0","73","D",""
"40","B","41","00004942","Bluegrass Advanced Toastmasters Club","0","0","6","2","8","0","8","",""
"40","B","41","01990654","Midway Toastmasters","4","0","22","15","37","20","61","","Charter 09/26/11"
"40","B","42","00004097","Madco Club","4","0","6","4","10","0","14","",""
"40","B","42","00004271","TM of The Bluegrass Club","8","0","19","17","36","0","44","",""
"40","B","42","00007661","Clark County Toastmasters Club","1","0","14","12","26","0","27","",""
"40","B","42","00008718","Lexington Leaders Club","1","0","11","9","20","0","21","",""
"40","B","42","02110152","EKU Toastmasters","0","0","0","0","0","20","20","","Charter 12/05/11"
"40","B","43","00002730","Capital City Club","9","0","15","17","32","0","41","",""
"40","B","43","00005517","Lexmark Club","6","0","10","11","21","0","27","",""
"40","B","43","00007305","Downtown Lunch Bunch Toastmasters Club","2","0","17","14","31","0","33","",""
"40","B","43","01183543","Georgetown Royal Toastmasters","4","0","3","6","9","0","13","",""
"40","C","11","00000859","Northwest Club","18","0","9","15","24","0","42","D",""
"40","C","11","00004158","Hilliard Toastmasters Club","7","0","7","8","15","0","22","",""
"40","C","11","00004915","Central Ohio Advanced Club","8","0","10","13","23","0","31","P",""
"40","C","11","00005093","Battelle Toastmasters Club","12","0","17","22","39","0","51","",""
"40","C","11","02116422","BIRI Toastmasters","3","0","0","21","21","21","45","","Charter 01/18/12"
"40","C","12","00000753","Nationwide","18","0","42","37","79","0","97","D",""
"40","C","12","00002718","Nationwide Club","15","0","20","19","39","0","54","S",""
"40","C","12","00994399","The Elite Yack Club","14","0","27","29","56","0","70","S",""
"40","C","12","01015118","Nationwide Rings Road","7","2","17","15","34","0","41","",""
"40","C","12","01029419","Nationwide Parkwood","7","0","7","7","14","0","21","",""
"40","C","12","02330346","Night Crawlers TM Club","0","0","0","23","23","23","46","","Charter 03/14/12"
"40","C","13","00001745","Columbus Communicators","8","1","9","9","19","0","27","",""
"40","C","13","00001802","Mid-Day Club","18","1","38","34","73","0","91","D",""
"40","C","13","00008082","The Breakfast Club","5","0","35","33","68","0","73","S",""
"40","C","13","00952869","AEP Toastmasters","14","0","23","19","42","0","56","S",""
"40","C","13","01029504","AEP Power Speakers","12","0","20","21","41","0","53","S",""
"40","C","14","00000214","The Greater Columbus Toastmasters","10","1","21","20","42","0","52","P",""
"40","C","14","00000478","OCLC Toastmasters Club","14","0","23","20","43","0","57","S",""
"40","C","14","01131982","Premier Toastmasters","29","0","26","41","67","0","96","P",""
"40","C","14","01276053","Essential To Leadership","12","0","11","16","27","0","39","",""
"40","C","15","00001028","Worthington Club","9","0","17","13","30","0","39","",""
"40","C","15","00004695","Unity Club","11","0","21","19","40","0","51","",""
"40","C","15","00005447","Sawmill Toastmasters Club","6","0","20","17","37","0","43","",""
"40","C","15","00749359","Anthem Toastmasters On High Club","2","0","16","12","28","0","30","",""
"40","C","16","00005155","Down On Third Toastmasters Club","11","0","20","17","37","0","48","D",""
"40","C","16","00009099","Children's Hospital Club","1","0","11","8","19","0","20","",""
"40","C","16","00621016","Brewery District Club","16","0","32","23","55","0","71","S",""
"40","C","16","00826327","Camp Sherman Club","6","0","6","8","14","0","20","",""
"40","C","16","01423343","City of Columbus","6","1","14","18","33","0","39","",""
"40","C","17","01149175","Trailblazers","0","0","10","3","13","0","13","",""
"40","C","17","01293737","MY CATALYST TMC","6","0","9","11","20","0","26","",""
"40","C","17","01508639","Scotts Gro-Masters","13","0","37","26","63","0","76","P",""
"40","C","17","01684414","Marysville E.C.H.O.S.","10","0","17","19","36","0","46","",""
