"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","3","1","13","0","14","0","17","",""
"40","A","01","00001108","Kittyhawk Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","A","01","00001694","Dayton United Communicators Club","3","0","13","3","16","0","19","",""
"40","A","01","00588286","Dayton Top Mentors Toastmasters Club","0","0","11","8","19","0","19","",""
"40","A","01","01331177","Downtown Morning Toasters","1","0","16","0","16","0","17","",""
"40","A","01","02158270","Heartbeat Toastmasters","0","0","8","0","8","0","8","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","A","02","00002421","Beacon Toastmasters Club","2","0","10","0","10","0","12","",""
"40","A","02","00004532","Wright-Flyers ","1","0","8","0","8","0","9","",""
"40","A","02","00008187","Tarmac Toastmasters Club","2","0","11","3","14","0","16","",""
"40","A","02","07273470","Wright Way Toastmasters","14","0","20","3","23","0","37","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","0","9","0","9","0","10","",""
"40","A","03","00001206","RELX Communicators","2","0","9","4","13","0","15","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","0","8","3","11","0","12","",""
"40","A","03","00002120","Kettering Toastmasters Club","2","1","11","2","14","0","16","",""
"40","A","03","00631540","Springboro Toastmasters","4","0","17","1","18","0","22","",""
"40","A","03","07264780","Synchrony - Kettering","4","0","22","0","22","0","26","",""
"40","A","04","00001238","Greenville Club","0","0","7","0","7","0","7","",""
"40","A","04","00004341","Lima Eye Openers Club","1","0","3","1","4","0","5","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","0","0","0","0","0","",""
"40","A","04","00007241","Hi-Point Club","0","0","8","0","8","0","8","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","8","0","11","1","12","0","20","",""
"40","A","04","04334989","Crown Toastmasters","12","0","29","0","29","0","41","",""
"40","A","05","00009297","Vandalia Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","A","05","00585063","Springfield Toastmasters Club","2","0","17","7","24","0","26","",""
"40","A","05","05124110","Miami County Toastmasters","6","0","8","0","8","0","14","",""
"40","A","05","06547513","Cause-Driven Toastmasters","1","0","6","0","6","0","7","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","7","0","6","0","6","0","13","",""
"40","A","05","07017426","Leaders on the Rise","3","0","6","0","6","0","9","",""
"40","A","06","02615720","WINning Communicators","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","B","11","00000859","Northwest Club","0","0","3","0","3","0","3",""," Susp 09/30/21"
"40","B","11","00002718","Masterminds At Grandview Yard","0","0","4","0","4","0","4","",""
"40","B","11","02116422","Hikma Professionals","0","0","8","0","8","0","8","",""
"40","B","11","02451490","2Checkout","2","0","12","2","14","0","16","",""
"40","B","11","05168204","Grove City Toastmasters","2","0","9","0","9","0","11","",""
"40","B","12","00000214","Greater Columbus Toastmasters","4","0","8","2","10","0","14","",""
"40","B","12","00000478","OCLC Toastmasters Club","1","0","12","0","12","0","13","",""
"40","B","12","01825615","Progressive Speaking Club","10","0","16","2","18","0","28","",""
"40","B","12","02884105","Dublin Premier TM Club","4","0","9","0","9","0","13","",""
"40","B","12","03374578","Dynamic  Growth Toastmasters","1","0","8","0","8","0","9","",""
"40","B","12","07219299","Radiant Toastmasters","0","0","11","0","11","0","11","",""
"40","B","13","00005447","Sawmill Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","B","14","00002246","Excellcomm Club","4","0","6","3","9","0","13","",""
"40","B","14","00004158","Hilliard Toastmasters Club","0","0","8","1","9","0","9","",""
"40","B","14","01131982","Premier Toastmasters","5","0","15","11","26","0","31","",""
"40","B","14","01276053","Essential To Leadership","2","0","7","0","7","0","9","",""
"40","B","14","04181643","Dublin Advanced Toastmasters","0","0","8","1","9","0","9","",""
"40","B","14","06722000","Wings With Voices","0","0","7","0","7","0","7","",""
"40","B","15","01293737","MY CATALYST TMC","0","0","8","0","8","0","8","",""
"40","B","15","01508639","Scotts Gro-Masters","6","1","12","2","15","0","21","",""
"40","B","15","01684414","Marysville E.C.H.O.S.","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","B","15","07282093","Honda North America (HNA) Toastmasters","0","0","0","0","0","0","0","",""
"40","B","15","07330683","TM-one Toastmasters","4","0","15","0","15","0","19","",""
"40","C","21","00000526","Lancaster Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","C","21","00008739","TM at Pickerington Club","1","0","6","0","6","0","7",""," Susp 09/30/21"
"40","C","21","00707357","The Athenian Toastmasters Club","0","0","9","0","9","0","9","",""
"40","C","21","06751540","Pickaway Toastmasters","0","1","0","0","1","0","1","",""
"40","C","21","07944721","Revlocal Toastmasters","0","0","0","0","0","20","20","","Charter 01/24/22"
"40","C","22","00000511","Newark-Granville Club 511","1","0","7","0","7","0","8","",""
"40","C","22","00003182","New Albany Toastmasters","0","0","8","0","8","0","8","",""
"40","C","22","01293730","New Albany Communicators","2","0","7","2","9","0","11","",""
"40","C","22","06070109","Trance Mission Toastmasters","0","0","0","0","0","0","0","",""
"40","C","22","07836455","Rise Higher Advanced Toastmasters Club","1","0","13","3","16","0","17","",""
"40","C","23","00000524","Franklin Club","10","0","13","1","14","0","24","",""
"40","C","23","00647621","SOAR Toastmasters Club","0","0","18","0","18","0","18","",""
"40","C","23","01477745","TEAM Toastmasters Club","1","0","6","0","6","0","7","",""
"40","C","23","04309899","Toast of the Town","0","0","1","0","1","0","1",""," Susp 09/30/21"
"40","C","23","07519962","Huntington Easton Toastmasters","20","0","6","0","6","0","26","",""
"40","C","24","00008226","Gahanna Club","3","0","9","2","11","0","14","",""
"40","C","24","01030644","Kilowattmasters","2","0","7","2","9","0","11","",""
"40","C","24","03646317","ENCORE Toastmasters","3","0","12","7","19","0","22","",""
"40","C","24","06098333","Reynoldsburg Toastmasters","4","0","18","1","19","0","23","",""
"40","C","25","00003002","Columbus-Whitehall Club","4","0","9","0","9","0","13","",""
"40","C","25","00003500","AGOISSI Toastmasters Club","2","0","23","4","27","0","29","",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","0","0","3","0","3","0","3","",""
"40","C","25","04410308","Defensively Speaking","0","0","9","0","9","0","9","",""
"40","D","31","00001941","Anderson Hills Toastmasters Club","2","0","7","3","10","0","12","",""
"40","D","31","00002289","T.A.L.K. Club","3","0","6","6","12","0","15","",""
"40","D","31","00009523","TV Toastmasters Club","0","0","5","0","5","0","5","",""
"40","D","31","00922409","Midland Ace's Club","1","0","1","0","1","0","2","",""
"40","D","31","00922412","Modern Voices Club","10","0","13","0","13","0","23","",""
"40","D","32","00008020","Bearcat Toastmasters Club","0","0","9","0","9","0","9","",""
"40","D","32","00922067","Environmentally Speaking","0","0","13","0","13","0","13","",""
"40","D","32","04887152","Paycor Toastmasters","3","0","17","0","17","0","20","",""
"40","D","32","05522829","Entrepreneur Toastmasters Club","0","0","8","1","9","0","9","",""
"40","D","33","00007083","Cheers Toastmasters","2","0","11","0","11","0","13","",""
"40","D","33","00009319","Cincinnati NIOSH Club","1","0","9","1","10","0","11","",""
"40","D","33","00742749","Kroger Food for Thought Club","2","0","9","0","9","0","11","",""
"40","D","33","01491854","A Toast to Genius","2","0","7","0","7","0","9","",""
