"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","3","0","17","13","30","0","33","",""
"40","A","01","00001108","Kittyhawk Club","2","0","8","8","16","0","18","",""
"40","A","01","01331177","Downtown Morning Toasters","7","0","21","22","43","0","50","P",""
"40","A","01","02158270","Heartbeat Toastmasters","7","0","14","10","24","0","31","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","13","0","10","12","22","0","35","P",""
"40","A","02","00002421","Beacon Toastmasters Club","4","0","9","10","19","0","23","",""
"40","A","02","00004532","Wright-Flyers ","6","0","9","6","15","0","21","",""
"40","A","02","00008187","Tarmac Toastmasters Club","7","0","9","10","19","0","26","S",""
"40","A","02","07017426","Leaders on the Rise","8","0","6","6","12","0","20","",""
"40","A","02","07273470","Wright Way Toastmasters","5","0","6","9","15","0","20","",""
"40","A","03","00000553","Megacity Toastmasters Club","9","0","8","8","16","0","25","P",""
"40","A","03","00001740","Miami Valley Toastmasters","6","0","11","12","23","0","29","",""
"40","A","03","00002120","Kettering Toastmasters Club","8","0","20","14","34","0","42","",""
"40","A","03","00631540","Springboro Toastmasters","10","0","10","13","23","0","33","P",""
"40","A","03","07264780","Synchrony - Kettering","11","0","11","22","33","0","44","P",""
"40","A","04","00001238","Greenville Club","9","0","9","9","18","0","27","P",""
"40","A","04","00004341","Lima Eye Openers Club","11","8","6","6","20","0","31","S",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","14","8","22","0","22","",""
"40","A","04","00007241","Hi-Point Club","5","2","9","11","22","0","27","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","8","0","15","12","27","0","35","",""
"40","A","04","04334989","Crown Toastmasters","18","0","52","46","98","0","116","P",""
"40","A","05","00009297","Vandalia Toastmasters Club","3","0","8","8","16","0","19","",""
"40","A","05","00585063","Springfield Toastmasters Club","18","0","14","8","22","0","40","P",""
"40","A","05","05124110","Miami County Toastmasters","4","0","13","13","26","0","30","",""
"40","A","05","06547513","Cause-Driven Toastmasters","9","0","11","10","21","0","30","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","18","0","26","25","51","0","69","D",""
"40","A","06","00001206","RELX Communicators","5","0","13","11","24","0","29","",""
"40","A","06","00001694","Dayton United Communicators Club","12","0","11","13","24","0","36","P",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","8","0","8","5","13","0","21","S",""
"40","A","06","02615720","WINning Communicators","5","0","10","11","21","0","26","",""
"40","B","11","00000214","Greater Columbus Toastmasters","6","0","11","12","23","0","29","",""
"40","B","11","00000859","Northwest Club","1","0","10","10","20","0","21","",""
"40","B","11","00004158","Hilliard Toastmasters Club","9","0","8","6","14","0","23","",""
"40","B","11","02451490","2Checkout","8","0","13","6","19","0","27","",""
"40","B","11","03374578","Dynamic  Growth Toastmasters","3","0","8","8","16","0","19","",""
"40","B","11","07782395","WE Toast Toastmasters Club","0","0","0","24","24","0","24","","Charter 05/28/20"
"40","B","12","00002718","Masterminds At Grandview Yard","6","0","5","8","13","0","19","",""
"40","B","12","03812990","Eagles Toastmasters","6","0","13","7","20","0","26","",""
"40","B","12","05819394","The Toastmasters At OSU Wexner Medical Center","5","0","5","0","5","0","10","",""
"40","B","12","06743347","Toastmasters International At OSU","12","0","8","8","16","0","28","S",""
"40","B","13","00005156","Delaware Toastmasters","11","0","15","19","34","0","45","S",""
"40","B","13","01293737","MY CATALYST TMC","3","0","16","14","30","0","33","",""
"40","B","13","01508639","Scotts Gro-Masters","5","0","21","20","41","0","46","P",""
"40","B","13","01684414","Marysville E.C.H.O.S.","0","21","17","15","53","0","53","",""
"40","B","13","07282093","Honda North America (HNA) Toastmasters","18","0","39","38","77","0","95","",""
"40","B","13","07330683","TM-one Toastmasters","1","0","21","12","33","0","34","",""
"40","B","14","01131982","Premier Toastmasters","13","0","19","15","34","0","47","P",""
"40","B","14","01276053","Essential To Leadership","7","0","8","10","18","0","25","",""
"40","B","14","06133241","Women With Voices","6","2","9","12","23","0","29","",""
"40","B","14","06722000","Wings With Voices","11","0","5","14","19","0","30","S",""
"40","B","15","00000959","Columbus Toastmasters Club","11","0","16","13","29","0","40","",""
"40","B","15","00001028","Worthington Toastmasters","4","0","13","12","25","0","29","",""
"40","B","15","00004695","Unity Club","1","0","11","10","21","0","22","",""
"40","B","15","00004915","Central Ohio Advanced Club","7","0","12","14","26","0","33","S",""
"40","B","15","01825615","Progressive Speaking Club","8","0","9","17","26","0","34","S",""
"40","B","16","00000478","OCLC Toastmasters Club","5","0","21","22","43","0","48","D",""
"40","B","16","00002246","Excellcomm Club","3","0","14","14","28","0","31","",""
