"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","0D","0A","06414566","Toastmasters At Mane","0","0","0","0","0","27","27","","Charter 04/20/17"
"40","A","01","00000405","Dayton Toastmasters Club","6","0","13","12","25","0","31","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","5","0","10","7","17","0","22","",""
"40","A","01","00001108","Kittyhawk Club","5","0","10","11","21","0","26","",""
"40","A","01","01331177","Downtown Morning Toasters","12","0","26","27","53","0","65","P",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","9","0","15","14","29","0","38","",""
"40","A","02","00002421","Beacon Toastmasters Club of Beavercreek","9","0","17","18","35","0","44","",""
"40","A","02","00004532","Wright-Flyers ","9","1","15","9","25","0","34","",""
"40","A","02","00008187","Tarmac Toastmasters Club","3","0","12","12","24","0","27","",""
"40","A","02","00732139","Wright State Toastmasters","9","0","6","9","15","0","24","",""
"40","A","03","00000553","Megacity Toastmasters Club","2","0","8","7","15","0","17","",""
"40","A","03","00001740","Miami Valley Toastmasters","6","0","15","17","32","0","38","",""
"40","A","03","00002120","Kettering Toastmasters Club","7","0","24","21","45","0","52","D",""
"40","A","03","00631540","Springboro Toastmasters","1","0","15","15","30","0","31","",""
"40","A","03","02615720","WINning Communicators","6","0","22","21","43","0","49","S",""
"40","A","04","00001238","Greenville Club","1","0","9","8","17","0","18","",""
"40","A","04","00004341","Lima Eye Openers Club","1","0","8","8","16","0","17","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","3","0","10","11","21","0","24","",""
"40","A","04","00007241","Hi-Point Club","4","0","10","11","21","0","25","",""
"40","A","04","01739738","Emerson Climate Toastmasters","5","0","16","19","35","0","40","",""
"40","A","04","04334989","Crown Toastmasters","12","0","62","5","67","0","79","",""
"40","A","04","05709494","Eight Bottles of Tide","4","0","22","12","34","22","60","","Charter 08/31/16"
"40","A","06","00001694","Dayton United Communicators Club","11","0","14","16","30","0","41","",""
"40","A","06","00009297","Vandalia Toastmasters Club","5","0","9","8","17","0","22","",""
"40","A","06","00585063","Springfield Toastmasters Club","8","0","22","20","42","0","50","S",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","0","0","11","9","20","0","20","",""
"40","A","06","02158270","Heartbeat Toastmasters","10","0","14","14","28","0","38","",""
"40","A","06","05124110","Miami County Toastmasters","4","0","16","16","32","0","36","",""
"40","A","07","00001206","RELX Communicators","4","0","18","15","33","0","37","",""
"40","A","07","00940665","Toastmasters @ 9797","0","0","9","6","15","0","15","",""
"40","A","07","01126147","LJB Toastmasters","0","0","0","0","0","0","0","",""
"40","A","07","03797950","Teradata Toastmasters Club","4","0","7","7","14","0","18","",""
"40","B","11","00000214","Greater Columbus Toastmasters","8","0","4","7","11","0","19","",""
"40","B","11","00000859","Northwest Club","9","0","12","11","23","0","32","",""
"40","B","11","00004158","Hilliard Toastmasters Club","6","0","13","13","26","0","32","",""
"40","B","11","02451490","2Checkout","12","0","12","12","24","0","36","",""
"40","B","11","03374578","Dynamic DISH Toastmasters","1","0","21","9","30","0","31","",""
"40","B","12","00002718","Toastmasters @ Tuttle  #2718","13","0","9","9","18","0","31","",""
"40","B","12","01015118","Masters of the Yard","12","0","9","9","18","0","30","",""
"40","B","12","03812990","Eagles Toastmasters","6","0","14","11","25","0","31","",""
"40","B","12","04181643","Dublin Advanced Toastmasters","2","0","15","15","30","0","32","",""
"40","B","13","00005156","Delaware Toastmasters","6","0","14","10","24","0","30","",""
"40","B","13","01293737","MY CATALYST TMC","10","0","15","18","33","0","43","",""
"40","B","13","01508639","Scotts Gro-Masters","12","0","27","26","53","0","65","S",""
"40","B","13","01684414","Marysville E.C.H.O.S.","9","0","19","25","44","0","53","P",""
"40","B","13","05819394","The Toastmasters At OSU Wexner Medical Center","1","0","20","16","36","20","57","","Charter 09/30/16"
"40","B","14","00000478","OCLC Toastmasters Club","1","0","13","11","24","0","25","",""
"40","B","14","01131982","Premier Toastmasters","24","1","30","25","56","0","80","P",""
"40","B","14","01276053","Essential To Leadership","10","0","7","8","15","0","25","",""
"40","B","15","00000959","Columbus Toastmasters Club","6","1","17","18","36","0","42","",""
"40","B","15","00001028","Worthington Toastmasters","12","0","10","13","23","0","35","",""
"40","B","15","00004695","Unity Club","9","0","17","11","28","0","37","",""
"40","B","15","00004915","Central Ohio Advanced Club","2","0","14","12","26","0","28","",""
"40","B","15","01825615","Progressive Speaking Club","14","0","20","15","35","0","49","",""
"40","B","16","00002246","Excellcomm Club","5","0","19","19","38","0","43","",""
"40","B","16","00005447","Sawmill Toastmasters Club","7","0","11","11","22","0","29","",""
"40","B","16","02884105","Dublin Premier TM Club","11","0","10","13","23","0","34","",""
"40","B","16","04949096","IGS Toastmasters Club","17","0","25","35","60","0","77","D",""
"40","C","21","00647621","SOAR Toastmasters Club","8","0","41","39","80","0","88","S",""
"40","C","21","00656587","Polaris Toastmasters Club","19","0","19","23","42","0","61","P",""
"40","C","21","01477745","TEAM Toastmasters Club","8","0","31","25","56","0","64","S",""
"40","C","21","02289063","Toast What Matters","15","0","22","23","45","0","60","S",""
"40","C","21","04309899","Toast of the Town","18","0","8","10","18","0","36","S",""
"40","C","22","00003182","New Albany Toastmasters","3","1","22","15","38","0","41","",""
"40","C","22","00008226","Gahanna Club","10","0","18","24","42","0","52","D",""
"40","C","22","01030644","AEP Kilowattmasters","9","0","20","14","34","0","43","",""
"40","C","22","01293730","New Albany Communicators","8","0","12","12","24","0","32","",""
"40","C","22","05560103","Professional Speakers","4","0","14","15","29","22","55","","Charter 08/21/16"
"40","C","23","00000524","Franklin Club","7","0","21","22","43","0","50","D",""
"40","C","23","00950432","Toaster Treats","9","0","26","21","47","0","56","",""
"40","C","23","01045500","ICC Toastmasters Club","15","5","36","29","70","0","85","S",""
"40","C","23","05412649","Toasterville","10","0","13","12","25","0","35","",""
"40","C","24","00003885","Podium Pros Toastmasters Club","14","0","46","40","86","0","100","P",""
"40","C","24","00588225","FearBreakers Toastmasters Club","15","0","9","17","26","0","41","",""
"40","C","24","02342070","Logistically Speaking","5","0","16","11","27","0","32","",""
"40","C","25","00003002","Columbus-Whitehall Club","11","0","14","20","34","0","45","S",""
"40","C","25","00003500","AGOISSI Toastmasters Club","11","1","32","28","61","0","72","P",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","7","0","16","14","30","0","37","",""
"40","C","25","03537448","Shoe Lovers","15","0","18","13","31","0","46","",""
"40","C","25","04410308","Defensively Speaking","3","0","11","12","23","0","26","",""
"40","D","31","00001249","West Hills Toastmasters Club","6","0","12","10","22","0","28","",""
"40","D","31","00742749","Kroger Food for Thought Club","7","0","19","14","33","0","40","",""
"40","D","31","00784864","Speak 2 Connect","0","0","2","0","2","0","2","",""
"40","D","31","01491854","A Toast to Genius","11","0","13","18","31","0","42","",""
"40","D","32","00001861","Mt. Auburn Toastmasters","2","0","8","3","11","0","13","",""
"40","D","32","00006474","High Achievers Toastmasters Club","1","0","10","7","17","0","18","",""
"40","D","32","00008020","Bearcat Toastmasters Club","10","0","9","15","24","0","34","",""
"40","D","32","00009319","Cincinnati NIOSH Club","2","0","9","7","16","0","18","",""
"40","D","32","00922067","Environmentally Speaking","13","1","32","27","60","0","73","S",""
"40","D","32","04411219","Healthy Toasters","2","0","10","9","19","0","21","",""
"40","D","33","00002126","Downtown Toastmasters Club","2","1","10","8","19","0","21","",""
"40","D","33","00007083","Cheers Toastmasters","9","0","12","13","25","0","34","",""
"40","D","33","00009056","Speak With US","5","0","15","17","32","0","37","",""
"40","D","33","01655418","MSD Sewer Talk","5","0","13","12","25","0","30","",""
"40","D","34","00002142","Toast-N-Talk Club","6","0","4","10","14","0","20","",""
"40","D","34","00003459","Great American Speakers Club","10","0","31","29","60","0","70","P",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","8","0","20","25","45","0","53","D",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","6","0","12","16","28","0","34","",""
"40","D","35","00000453","Pioneer Toastmasters Club","3","0","15","15","30","0","33","",""
"40","D","35","00008416","Articulate Revenuers Toastmasters Club","0","0","14","12","26","0","26","",""
"40","D","35","04345950","Toyota Performance Speakers (TPS)","0","0","7","0","7","0","7","",""
