"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","3","1","13","9","23","0","26","",""
"40","A","01","00001108","Kittyhawk Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","A","01","00001694","Dayton United Communicators Club","3","0","13","14","27","0","30","",""
"40","A","01","00588286","Dayton Top Mentors Toastmasters Club","0","0","11","10","21","0","21","",""
"40","A","01","01331177","Downtown Morning Toasters","2","0","16","18","34","0","36","",""
"40","A","01","02158270","Heartbeat Toastmasters","0","0","8","7","15","0","15","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","A","02","00002421","Beacon Toastmasters Club","2","0","10","8","18","0","20","",""
"40","A","02","00004532","Wright-Flyers ","1","0","8","8","16","0","17","",""
"40","A","02","00008187","Tarmac Toastmasters Club","2","0","11","12","23","0","25","",""
"40","A","02","07273470","Wright Way Toastmasters","18","0","20","21","41","0","59","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","0","9","5","14","0","15","",""
"40","A","03","00001206","RELX Communicators","2","0","9","8","17","0","19","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","0","8","9","17","0","18","",""
"40","A","03","00002120","Kettering Toastmasters Club","3","1","11","9","21","0","24","",""
"40","A","03","00631540","Springboro Toastmasters","7","0","17","14","31","0","38","",""
"40","A","03","07264780","Synchrony - Kettering","4","0","22","21","43","0","47","",""
"40","A","04","00001238","Greenville Club","0","0","7","5","12","0","12","",""
"40","A","04","00004341","Lima Eye Openers Club","5","0","3","6","9","0","14","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","0","0","0","0","0","",""
"40","A","04","00007241","Hi-Point Club","0","0","8","8","16","0","16","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","8","0","11","12","23","0","31","",""
"40","A","04","04334989","Crown Toastmasters","12","0","29","0","29","0","41","",""
"40","A","05","00009297","Vandalia Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","A","05","00585063","Springfield Toastmasters Club","4","0","17","19","36","0","40","",""
"40","A","05","05124110","Miami County Toastmasters","6","0","8","11","19","0","25","",""
"40","A","05","06547513","Cause-Driven Toastmasters","2","0","6","6","12","0","14","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","7","0","6","9","15","0","22","",""
"40","A","05","07017426","Leaders on the Rise","3","0","6","3","9","0","12","",""
"40","A","06","02615720","WINning Communicators","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","B","11","00000859","Northwest Club","5","0","3","8","11","0","16","",""
"40","B","11","00002718","Masterminds At Grandview Yard","0","0","4","0","4","0","4","",""
"40","B","11","02116422","Hikma Professionals","0","0","8","0","8","0","8","",""
"40","B","11","02451490","2Checkout","3","0","12","11","23","0","26","",""
"40","B","11","05168204","Grove City Toastmasters","3","0","9","11","20","0","23","",""
"40","B","12","00000214","Greater Columbus Toastmasters","4","0","8","7","15","0","19","",""
"40","B","12","00000478","OCLC Toastmasters Club","1","0","12","11","23","0","24","",""
"40","B","12","01825615","Progressive Speaking Club","11","0","16","15","31","0","42","",""
"40","B","12","02884105","Dublin Premier TM Club","4","0","9","8","17","0","21","",""
"40","B","12","03374578","Dynamic  Growth Toastmasters","1","0","8","8","16","0","17","",""
"40","B","12","07219299","Radiant Toastmasters","0","0","11","6","17","0","17","",""
"40","B","13","00005447","Sawmill Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","B","14","00002246","Excellcomm Club","4","0","6","8","14","0","18","",""
"40","B","14","00004158","Hilliard Toastmasters Club","0","0","8","6","14","0","14","",""
"40","B","14","01131982","Premier Toastmasters","6","0","15","16","31","0","37","",""
"40","B","14","01276053","Essential To Leadership","2","0","7","6","13","0","15","",""
"40","B","14","04181643","Dublin Advanced Toastmasters","0","0","8","6","14","0","14","",""
"40","B","14","06722000","Wings With Voices","0","0","7","5","12","0","12","",""
"40","B","15","01293737","MY CATALYST TMC","0","0","8","8","16","0","16","",""
"40","B","15","01508639","Scotts Gro-Masters","6","1","12","15","28","0","34","",""
"40","B","15","01684414","Marysville E.C.H.O.S.","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","B","15","07282093","Honda North America (HNA) Toastmasters","0","0","0","0","0","0","0",""," Susp 10/01/21"
"40","B","15","07330683","TM-one Toastmasters","4","0","15","17","32","0","36","",""
"40","C","21","00000526","Lancaster Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/21"
"40","C","21","00008739","TM at Pickerington Club","1","0","6","0","6","0","7",""," Susp 09/30/21"
"40","C","21","00707357","The Athenian Toastmasters Club","1","0","9","8","17","0","18","",""
"40","C","21","06751540","Pickaway Toastmasters","0","1","0","0","1","0","1","",""
"40","C","21","07944721","Revlocal Toastmasters","0","0","0","0","0","20","20","","Charter 01/24/22"
"40","C","22","00000511","Newark-Granville Club 511","1","0","7","6","13","0","14","",""
"40","C","22","00003182","New Albany Toastmasters","0","0","8","3","11","0","11","",""
"40","C","22","01293730","New Albany Communicators","2","0","7","7","14","0","16","",""
