"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","4","0","15","13","28","0","32","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","4","0","7","8","15","0","19","",""
"40","A","01","00001108","Kittyhawk Club","3","0","11","11","22","0","25","",""
"40","A","01","01330791","Sinclair","7","2","7","8","17","0","24","",""
"40","A","01","01331177","Downtown Morning Toasters","13","0","25","26","51","0","64","S",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","4","0","20","14","34","0","38","",""
"40","A","02","00002421","Beacon Club","5","0","20","21","41","0","46","S",""
"40","A","02","00004532","Wright-Flyers ","12","0","11","14","25","0","37","P",""
"40","A","02","00005586","Command Performers Club","0","0","0","0","0","0","0","",""
"40","A","02","00008187","Tarmac Toastmasters Club","2","0","14","9","23","0","25","",""
"40","A","02","00732139","Wright State Toastmasters","2","0","6","5","11","0","13","",""
"40","A","03","00000553","Megacity Toastmasters Club","6","2","10","14","26","0","32","",""
"40","A","03","00001740","Miami Valley Toastmasters","2","0","19","16","35","0","37","",""
"40","A","03","00002120","Kettering Toastmasters Club","15","0","19","22","41","0","56","D",""
"40","A","03","00631540","Springboro Coffee Talk","2","0","14","9","23","0","25","",""
"40","A","03","02615720","WINning Communicators","15","0","30","28","58","0","73","D",""
"40","A","04","00001238","Greenville Club","1","0","13","12","25","0","26","",""
"40","A","04","00004341","Lima Eye Openers Club","2","0","7","7","14","0","16","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","4","0","11","13","24","0","28","",""
"40","A","04","00007241","Hi-Point Club","8","0","7","8","15","0","23","",""
"40","A","04","00008144","Shelby County Club","4","0","8","0","8","0","12","",""
"40","A","04","04334989","Crown Toastmasters","9","0","0","53","53","52","114","","Charter 12/08/14"
"40","A","05","00002159","Aquinas Toastmasters Club","2","0","8","8","16","0","18","",""
"40","A","05","00009297","Vandalia Toastmasters Club","7","0","6","8","14","0","21","",""
"40","A","05","00585063","Springfield Toastmasters Club","8","0","14","18","32","0","40","",""
"40","A","05","01739738","Emerson Climate Toastmasters","3","0","18","15","33","0","36","",""
"40","A","06","00001694","Dayton United Communicators Club","3","0","9","9","18","0","21","",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","2","0","10","8","18","0","20","",""
"40","A","06","01216711","CMG Headliners","0","0","0","0","0","0","0","",""
"40","A","06","01323782","Deloitte Dayton Office Toastmasters","3","0","5","0","5","0","8","",""
"40","A","06","02158270","Heartbeat Toastmasters","5","0","14","12","26","0","31","",""
"40","A","07","00001206","Mid Day Cabaret Club","4","0","13","12","25","0","29","",""
"40","A","07","00003255","Mound Club 3255","0","0","0","0","0","0","0","",""
"40","A","07","00940665","Toastmasters @ 9797","4","0","13","7","20","0","24","",""
"40","A","07","01126147","LJB Toastmasters","4","0","27","28","55","0","59","",""
"40","A","07","03797950","Teradata Toastmasters Club","1","0","11","11","22","0","23","",""
"40","B","11","00000859","Northwest Club","15","0","17","14","31","0","46","",""
"40","B","11","00000959","Columbus Toastmasters Club","12","1","17","12","30","0","42","",""
"40","B","11","00004158","Hilliard Toastmasters Club","9","0","10","13","23","0","32","",""
"40","B","11","00004915","Central Ohio Advanced Club","3","2","11","8","21","0","24","",""
"40","B","11","02451490","2Checkout","12","6","11","8","25","0","37","",""
"40","B","11","03374578","Dynamic DISH Toastmasters","12","0","27","24","51","0","63","",""
"40","B","12","00002246","Excellcomm Club","0","0","13","12","25","0","25","",""
"40","B","12","00002718","Toastmasters @ Tuttle  #2718","9","0","9","9","18","0","27","",""
"40","B","12","00005447","Sawmill Toastmasters Club","4","0","15","16","31","0","35","",""
"40","B","12","01015118","Rings Road Toastmasters","7","0","12","4","16","0","23","",""
"40","B","12","01149175","Trailblazers","3","0","9","9","18","0","21","",""
"40","B","12","03812990","Eagles Toastmasters","7","0","30","25","55","0","62","",""
"40","B","13","00005156","Delaware Toastmasters","9","0","12","14","26","0","35","",""
"40","B","13","01293737","MY CATALYST TMC","15","0","15","17","32","0","47","",""
"40","B","13","01508639","Scotts Gro-Masters","15","0","33","25","58","0","73","D",""
"40","B","13","01684414","Marysville E.C.H.O.S.","5","0","25","22","47","0","52","D",""
"40","B","14","00000214","Greater Columbus Toastmasters","2","0","13","11","24","0","26","",""
"40","B","14","00000478","OCLC Toastmasters Club","9","0","14","17","31","0","40","",""
"40","B","14","01131982","Premier Toastmasters","16","0","19","19","38","0","54","S",""
"40","B","14","01276053","Essential To Leadership","9","1","14","10","25","0","34","",""
"40","B","14","02884105","Dublin Premier TM Club","6","0","9","8","17","0","23","",""
"40","B","15","00001028","Worthington Toastmasters","7","0","10","10","20","0","27","",""
"40","B","15","00004695","Unity Club","9","0","22","17","39","0","48","",""
"40","B","15","00749359","Anthem Toastmasters On High Club","5","0","13","10","23","0","28","",""
"40","B","15","01825615","Progressive Speaking Club","18","0","16","13","29","0","47","",""
"40","B","15","02525618","Quantum Health TM Club","0","0","0","0","0","0","0","",""
"40","C","21","00647621","SOAR Toastmasters Club","22","0","38","32","70","0","92","D",""
"40","C","21","00656587","Polaris Toastmasters Club","14","0","29","21","50","0","64","S",""
"40","C","21","00830650","Five Points Toastmasters","0","0","0","0","0","0","0","",""
"40","C","21","01477745","TEAM Toastmasters Club","9","0","7","6","13","0","22","",""
"40","C","21","02289063","Toast What Matters","13","1","20","17","38","0","51","",""
"40","C","21","04309899","Toast of Dublin","1","0","0","13","13","18","32","","Charter 01/20/15"
"40","C","22","00003182","New Albany Toastmasters","4","0","24","21","45","0","49","D",""
"40","C","22","00008226","Gahanna Club","15","0","18","26","44","0","59","",""
"40","C","22","01030644","AEP Kilowattmasters","7","0","16","13","29","0","36","",""
"40","C","22","01293730","New Albany Communicators","9","0","13","12","25","0","34","D",""
"40","C","23","00000524","Franklin Club","11","0","27","29","56","0","67","D",""
"40","C","23","00950432","Toaster Treats","1","0","13","14","27","0","28","",""
"40","C","23","01045500","ICC Toastmasters Club","12","0","12","7","19","0","31","",""
"40","C","23","01816734","Call IT","16","0","3","19","22","0","38","",""
"40","C","23","02671639","Visionmasters East","4","0","8","10","18","0","22","",""
"40","C","24","00003552","North Star Club","0","2","9","7","18","0","18","",""
"40","C","24","00003885","Podium Pros Toastmasters Club","14","6","25","31","62","0","76","S",""
"40","C","24","00588225","FearBreakers Toastmasters Club","6","2","11","7","20","0","26","",""
"40","C","24","02342070","Logistically Speaking","8","0","20","15","35","0","43","",""
"40","C","25","00003002","Columbus-Whitehall Club","7","0","14","11","25","0","32","",""
"40","C","25","00003500","AGOISSI Toastmasters Club","20","0","28","33","61","0","81","P",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","8","0","10","13","23","0","31","D",""
"40","C","25","00585924","Textbook Talkers Toastmasters Club","0","0","0","0","0","0","0","",""
"40","C","25","00950446","Flying Toasters Club","4","0","8","6","14","0","18","",""
"40","C","25","03537448","Shoe Lovers","24","0","15","23","38","0","62","",""
"40","D","31","00001249","West Hills Toastmasters Club","3","0","15","15","30","0","33","",""
"40","D","31","00742749","Kroger Food for Thought Club","12","1","13","14","28","0","40","",""
"40","D","31","00784864","Speak 2 Connect","1","0","10","6","16","0","17","",""
