"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","1","13","4","","5","5","5","6","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","1","1","1","0","14","5","","5","5","5","6","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","01","00001108","Kittyhawk Club","1","1","1","0","10","2","","5","5","5","6","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","01","01330791","Sinclair","0","0","1","0","0","0","","5","5","5","6","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","1","25","9","P","5","5","5","6","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","1","1","1","15","4","","5","5","5","6","5","3","4","4","2","","30","30","30","31","28","12","14","15","6","",""
"40","A","02","00002421","Beacon Toastmasters Club of Beavercreek","1","1","1","1","20","9","P","5","5","5","6","5","3","4","4","2","","30","30","30","31","28","12","14","15","6","",""
"40","A","02","00004532","Wright-Flyers ","1","1","0","0","18","8","","5","5","5","6","5","3","4","4","2","","30","30","30","31","28","12","14","15","6","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","1","1","0","16","7","S","5","5","5","6","5","3","4","4","2","","30","30","30","31","28","12","14","15","6","",""
"40","A","02","00732139","Wright State Toastmasters","1","1","1","0","8","4","","5","5","5","6","5","3","4","4","2","","30","30","30","31","28","12","14","15","6","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","1","1","0","12","2","","5","5","5","6","5","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","1","1","0","19","7","","5","5","5","6","5","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","03","00002120","Kettering Toastmasters Club","1","1","1","0","24","4","","5","5","5","6","5","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","03","00631540","Springboro Coffee Talk","1","1","1","0","9","5","","5","5","5","6","5","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","03","02615720","WINning Communicators","1","1","1","0","24","5","D","5","5","5","6","5","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","04","00001238","Greenville Club","1","1","1","0","8","0","","6","6","6","7","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","04","00004341","Lima Eye Openers Club","0","0","1","0","5","0","","6","6","6","7","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","1","1","1","0","10","2","","6","6","6","7","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","04","00007241","Hi-Point Club","1","0","1","0","6","2","","6","6","6","7","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","04","00008144","Shelby County Club","0","0","0","0","0","0","","6","6","6","7","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","04","01739738","Emerson Climate Toastmasters","1","1","1","0","19","4","","6","6","6","7","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
"40","A","04","04334989","Crown Toastmasters","1","1","1","0","66","7","S","6","6","6","7","4","3","4","4","1","","30","30","30","31","28","12","14","15","6","",""
