"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","0","1","0","13","1","","5","5","5","6","5","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","01","00001108","Kittyhawk Club","0","0","1","1","0","0","","5","5","5","6","5","3","4","4","0","","26","26","26","27","22","11","12","13","0",""," Susp 09/30/21"
"40","A","01","00001694","Dayton United Communicators Club","1","0","1","1","14","8","","5","5","5","6","5","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","01","00588286","Dayton Top Mentors Toastmasters Club","1","0","1","0","11","4","","5","5","5","6","5","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","01","01331177","Downtown Morning Toasters","1","0","1","0","17","6","","5","5","5","6","5","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","01","02158270","Heartbeat Toastmasters","1","0","1","1","8","0","","5","5","5","6","5","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","0","0","1","0","0","1","","4","4","4","5","4","2","3","3","0","","26","26","26","27","22","11","12","13","0",""," Susp 09/30/21"
"40","A","02","00002421","Beacon Toastmasters Club","1","0","1","0","11","2","","4","4","4","5","4","2","3","3","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","02","00004532","Wright-Flyers ","1","0","1","0","9","1","","4","4","4","5","4","2","3","3","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","0","1","0","13","1","","4","4","4","5","4","2","3","3","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","02","07273470","Wright Way Toastmasters","1","0","1","0","23","7","","4","4","4","5","4","2","3","3","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","0","1","1","10","2","","6","6","6","7","6","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","03","00001206","RELX Communicators","1","0","1","0","10","2","","6","6","6","7","6","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","0","1","0","9","0","","6","6","6","7","6","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","03","00002120","Kettering Toastmasters Club","1","0","1","0","12","2","","6","6","6","7","6","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","03","00631540","Springboro Toastmasters","1","0","1","0","19","4","","6","6","6","7","6","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","03","07264780","Synchrony - Kettering","1","0","0","0","26","9","","6","6","6","7","6","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","04","00001238","Greenville Club","0","0","1","0","7","2","","6","6","6","7","3","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","04","00004341","Lima Eye Openers Club","0","0","1","0","1","0","","6","6","6","7","3","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","0","0","1","0","0","0","","6","6","6","7","3","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","04","00007241","Hi-Point Club","1","0","1","0","8","7","","6","6","6","7","3","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","1","0","1","0","18","2","","6","6","6","7","3","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","04","04334989","Crown Toastmasters","1","0","1","0","18","0","","6","6","6","7","3","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","05","00009297","Vandalia Toastmasters Club","0","0","1","0","0","0","","5","5","5","6","4","3","4","4","0","","26","26","26","27","22","11","12","13","0",""," Susp 09/30/21"
"40","A","05","00585063","Springfield Toastmasters Club","1","0","1","0","17","6","","5","5","5","6","4","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","05","05124110","Miami County Toastmasters","1","0","1","0","12","4","","5","5","5","6","4","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","05","06547513","Cause-Driven Toastmasters","0","0","1","0","7","4","","5","5","5","6","4","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","1","0","1","0","13","4","","5","5","5","6","4","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","05","07017426","Leaders on the Rise","1","0","1","0","9","0","","5","5","5","6","4","3","4","4","0","","26","26","26","27","22","11","12","13","0","",""
"40","A","06","02615720","WINning Communicators","0","0","0","0","0","0","","0","0","0","1","0","0","1","1","0","","26","26","26","27","22","11","12","13","0",""," Susp 09/30/21"
"40","B","11","00000859","Northwest Club","0","0","1","0","3","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0",""," Susp 09/30/21"
"40","B","11","00002718","Masterminds At Grandview Yard","0","0","1","0","4","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","11","02116422","Hikma Professionals","1","0","0","0","8","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","11","02451490","2Checkout","1","0","1","0","13","2","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","11","05168204","Grove City Toastmasters","1","0","1","0","11","1","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","12","00000214","Greater Columbus Toastmasters","1","0","1","0","10","5","","6","6","6","7","6","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","12","00000478","OCLC Toastmasters Club","1","0","1","0","13","1","","6","6","6","7","6","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","12","01825615","Progressive Speaking Club","1","0","1","0","21","7","","6","6","6","7","6","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","12","02884105","Dublin Premier TM Club","1","0","1","0","13","1","","6","6","6","7","6","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","12","03374578","Dynamic  Growth Toastmasters","1","0","1","0","8","2","","6","6","6","7","6","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","12","07219299","Radiant Toastmasters","1","0","1","0","11","3","","6","6","6","7","6","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","13","00005447","Sawmill Toastmasters Club","0","0","0","0","0","0","","0","0","0","1","0","0","1","1","0","","20","20","20","21","17","8","9","10","0",""," Susp 09/30/21"
"40","B","14","00002246","Excellcomm Club","1","0","1","0","9","1","","6","6","6","7","5","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","14","00004158","Hilliard Toastmasters Club","1","0","1","0","8","1","","6","6","6","7","5","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","14","01131982","Premier Toastmasters","1","1","1","0","18","3","","6","6","6","7","5","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","14","01276053","Essential To Leadership","1","0","1","0","8","2","","6","6","6","7","5","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","14","04181643","Dublin Advanced Toastmasters","1","0","1","0","8","3","","6","6","6","7","5","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","14","06722000","Wings With Voices","0","0","1","0","7","0","","6","6","6","7","5","3","4","4","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","15","01293737","MY CATALYST TMC","1","0","1","0","8","2","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","15","01508639","Scotts Gro-Masters","1","0","1","0","16","3","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","15","01684414","Marysville E.C.H.O.S.","0","0","0","0","0","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0",""," Susp 09/30/21"
"40","B","15","07282093","Honda North America (HNA) Toastmasters","0","0","0","0","0","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","B","15","07330683","TM-one Toastmasters","1","0","0","0","19","2","","4","4","4","5","3","2","3","3","0","","20","20","20","21","17","8","9","10","0","",""
"40","C","21","00000526","Lancaster Toastmasters Club","0","0","1","1","0","0","","2","2","2","3","2","1","2","2","0","","19","19","19","20","15","8","9","10","0",""," Susp 09/30/21"
"40","C","21","00008739","TM at Pickerington Club","0","0","1","1","7","0","","2","2","2","3","2","1","2","2","0","","19","19","19","20","15","8","9","10","0",""," Susp 09/30/21"
"40","C","21","00707357","The Athenian Toastmasters Club","1","0","1","1","9","0","","2","2","2","3","2","1","2","2","0","","19","19","19","20","15","8","9","10","0","",""
"40","C","21","06751540","Pickaway Toastmasters","0","0","1","1","0","0","","2","2","2","3","2","1","2","2","0","","19","19","19","20","15","8","9","10","0","",""
