"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","B","41","00002391","Lexington Toastmasters Club","1","1","1","0","23","9","P","3","3","3","4","3","2","3","3","1","Distinguished","11","11","11","12","11","5","5","6","1","",""
"40","B","41","00002949","Sunrise TM Club","1","1","1","0","19","4","","3","3","3","4","3","2","3","3","1","Distinguished","11","11","11","12","11","5","5","6","1","",""
"40","B","41","00004942","Wilderness Trace - Advanced Club","1","1","1","0","7","2","","3","3","3","4","3","2","3","3","1","Distinguished","11","11","11","12","11","5","5","6","1","",""
"40","B","42","00004097","Madco Club","1","1","1","0","12","5","","4","4","4","5","4","2","3","3","0","","11","11","11","12","11","5","5","6","1","",""
"40","B","42","00004271","TM of The Bluegrass Club","1","1","1","0","16","6","","4","4","4","5","4","2","3","3","0","","11","11","11","12","11","5","5","6","1","",""
"40","B","42","00007661","Clark County Toastmasters Club","1","1","1","0","15","4","","4","4","4","5","4","2","3","3","0","","11","11","11","12","11","5","5","6","1","",""
"40","B","42","00008718","Lexington Leaders Club","1","1","1","0","13","3","","4","4","4","5","4","2","3","3","0","","11","11","11","12","11","5","5","6","1","",""
"40","B","43","00002730","Capital City Club","1","1","1","1","14","5","","4","4","4","5","4","2","3","3","0","","11","11","11","12","11","5","5","6","1","",""
"40","B","43","00005517","Lexmark Club","1","1","1","1","14","4","","4","4","4","5","4","2","3","3","0","","11","11","11","12","11","5","5","6","1","",""
"40","B","43","00007305","Downtown Lunch Bunch Toastmasters Club","1","1","1","1","19","3","","4","4","4","5","4","2","3","3","0","","11","11","11","12","11","5","5","6","1","",""
