"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","0D","0A","06414566","Toastmasters At Mane","0","0","0","0","27","1","","0","0","0","1","1","0","1","1","0","","0","0","0","1","1","0","0","0","0","","Charter 04/20/17"
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","0","15","3","","4","4","4","5","4","2","3","3","1","","30","30","30","31","28","12","14","15","4","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","1","1","1","0","11","4","","4","4","4","5","4","2","3","3","1","","30","30","30","31","28","12","14","15","4","",""
"40","A","01","00001108","Kittyhawk Club","1","1","1","0","14","4","","4","4","4","5","4","2","3","3","1","","30","30","30","31","28","12","14","15","4","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","0","27","9","P","4","4","4","5","4","2","3","3","1","","30","30","30","31","28","12","14","15","4","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","1","1","1","19","9","","5","5","5","6","5","3","4","4","0","","30","30","30","31","28","12","14","15","4","",""
"40","A","02","00002421","Beacon Toastmasters Club of Beavercreek","1","1","1","1","19","6","","5","5","5","6","5","3","4","4","0","","30","30","30","31","28","12","14","15","4","",""
"40","A","02","00004532","Wright-Flyers ","1","1","1","1","11","6","","5","5","5","6","5","3","4","4","0","","30","30","30","31","28","12","14","15","4","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","1","1","1","12","4","","5","5","5","6","5","3","4","4","0","","30","30","30","31","28","12","14","15","4","",""
"40","A","02","00732139","Wright State Toastmasters","1","1","1","1","11","9","","5","5","5","6","5","3","4","4","0","","30","30","30","31","28","12","14","15","4","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","1","1","0","8","2","","5","5","5","6","5","3","4","4","2","","30","30","30","31","28","12","14","15","4","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","1","1","0","18","4","","5","5","5","6","5","3","4","4","2","","30","30","30","31","28","12","14","15","4","",""
