"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","0","15","4","","4","4","4","5","3","2","3","3","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","01","00001108","Kittyhawk Club","1","0","1","0","3","2","","4","4","4","5","3","2","3","3","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","0","21","6","D","4","4","4","5","3","2","3","3","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","01","02158270","Heartbeat Toastmasters","1","1","1","0","9","4","","4","4","4","5","3","2","3","3","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","0","1","0","6","2","","6","6","6","7","5","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","02","00002421","Beacon Toastmasters Club","1","1","1","0","11","6","","6","6","6","7","5","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","02","00004532","Wright-Flyers ","1","1","1","0","8","1","","6","6","6","7","5","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","1","1","0","11","2","","6","6","6","7","5","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","02","07017426","Leaders on the Rise","1","1","1","0","11","2","","6","6","6","7","5","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","02","07273470","Wright Way Toastmasters","1","1","1","0","11","7","","6","6","6","7","5","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","1","1","1","14","6","","5","5","5","6","5","3","4","4","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","1","1","1","12","2","","5","5","5","6","5","3","4","4","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","03","00002120","Kettering Toastmasters Club","1","1","1","1","10","3","","5","5","5","6","5","3","4","4","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","03","00631540","Springboro Toastmasters","1","1","1","1","20","10","P","5","5","5","6","5","3","4","4","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","03","07264780","Synchrony - Kettering","1","1","1","0","24","3","","5","5","5","6","5","3","4","4","1","","30","30","30","31","26","12","14","15","2","",""
"40","A","04","00001238","Greenville Club","1","1","1","0","9","2","","6","6","6","7","6","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","04","00004341","Lima Eye Openers Club","1","1","1","0","8","1","","6","6","6","7","6","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","1","1","1","0","8","1","","6","6","6","7","6","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","04","00007241","Hi-Point Club","1","1","1","0","8","1","","6","6","6","7","6","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","1","1","1","0","10","2","","6","6","6","7","6","3","4","4","0","","30","30","30","31","26","12","14","15","2","",""
