"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","1","18","6","D","5","5","5","6","4","3","4","4","2","","23","23","23","24","16","10","11","12","4","",""
"40","A","01","00001694","Dayton United Communicators Club","1","1","1","1","15","6","","5","5","5","6","4","3","4","4","2","","23","23","23","24","16","10","11","12","4","",""
"40","A","01","00588286","Dayton Top Mentors Toastmasters Club","1","1","1","1","12","4","","5","5","5","6","4","3","4","4","2","","23","23","23","24","16","10","11","12","4","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","1","21","8","S","5","5","5","6","4","3","4","4","2","","23","23","23","24","16","10","11","12","4","",""
"40","A","01","02158270","Heartbeat Toastmasters","1","0","1","1","5","1","","5","5","5","6","4","3","4","4","2","","23","23","23","24","16","10","11","12","4","",""
"40","A","02","00002421","Beacon Toastmasters Club","1","1","1","1","8","3","","4","4","4","5","4","2","3","3","1","","23","23","23","24","16","10","11","12","4","",""
"40","A","02","00004532","Wright-Flyers ","1","1","1","1","8","1","","4","4","4","5","4","2","3","3","1","","23","23","23","24","16","10","11","12","4","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","1","1","1","11","3","","4","4","4","5","4","2","3","3","1","","23","23","23","24","16","10","11","12","4","",""
"40","A","02","07273470","Wright Way Toastmasters","1","1","1","1","21","7","S","4","4","4","5","4","2","3","3","1","","23","23","23","24","16","10","11","12","4","",""
"40","A","03","00000553","Megacity Toastmasters Club","0","0","1","0","0","0","","4","4","4","5","3","2","3","3","1","","23","23","23","24","16","10","11","12","4",""," Susp 09/30/22"
"40","A","03","00001740","Miami Valley Toastmasters","1","0","0","0","7","0","","4","4","4","5","3","2","3","3","1","","23","23","23","24","16","10","11","12","4","",""
"40","A","03","00002120","Kettering Toastmasters Club","1","1","1","1","9","2","","4","4","4","5","3","2","3","3","1","","23","23","23","24","16","10","11","12","4","",""
