"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","1","19","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","1","19","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","0","0","0","0","0","0","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","0","0","0","0","0","0","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","00001108","Kittyhawk Club","1","0","1","0","10","3","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","00001108","Kittyhawk Club","1","0","1","0","10","3","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","0","27","4","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","0","27","4","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","02158270","Heartbeat Toastmasters","1","1","1","0","17","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","01","02158270","Heartbeat Toastmasters","1","1","1","0","17","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","1","1","0","17","4","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","1","1","0","17","4","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00002421","Beacon Toastmasters Club","1","1","1","0","12","2","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00002421","Beacon Toastmasters Club","1","1","1","0","12","2","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00004532","Wright-Flyers ","1","0","0","1","12","8","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00004532","Wright-Flyers ","1","0","0","1","12","8","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","0","0","0","10","3","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","0","0","0","10","3","","6","6","6","7","6","3","4","4","0","","30","30","30","31","30","12","14","15","0","",""
