"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","0","15","7","","5","5","5","6","5","3","4","4","2","","29","29","29","30","27","12","14","15","4","",""
"40","A","01","00000747","City of Dayton Toastmasters Club","1","1","1","0","8","8","","5","5","5","6","5","3","4","4","2","","29","29","29","30","27","12","14","15","4","",""
"40","A","01","00001108","Kittyhawk Club","1","1","1","0","9","4","","5","5","5","6","5","3","4","4","2","","29","29","29","30","27","12","14","15","4","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","0","35","8","S","5","5","5","6","5","3","4","4","2","","29","29","29","30","27","12","14","15","4","",""
"40","A","01","02158270","Heartbeat Toastmasters","1","1","1","0","26","7","S","5","5","5","6","5","3","4","4","2","","29","29","29","30","27","12","14","15","4","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","1","1","0","12","6","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","02","00002421","Beacon Toastmasters Club of Beavercreek","1","1","1","0","16","4","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","02","00004532","Wright-Flyers ","1","1","1","0","16","9","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","1","1","0","11","2","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","02","00732139","Wright State Toastmasters","0","0","1","0","0","2","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","1","1","0","8","3","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","1","1","0","16","3","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","03","00002120","Kettering Toastmasters Club","1","1","1","0","21","4","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","03","00631540","Springboro Toastmasters","1","1","1","0","12","6","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","03","03797950","Teradata Toastmasters Club","1","0","1","0","0","2","","5","5","5","6","4","3","4","4","0","","29","29","29","30","27","12","14","15","4","",""
"40","A","04","00004341","Lima Eye Openers Club","1","0","1","0","7","0","","5","5","5","6","3","3","4","4","1","","29","29","29","30","27","12","14","15","4","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","1","1","1","1","9","5","","5","5","5","6","3","3","4","4","1","","29","29","29","30","27","12","14","15","4","",""
"40","A","04","00007241","Hi-Point Club","1","1","1","1","9","2","","5","5","5","6","3","3","4","4","1","","29","29","29","30","27","12","14","15","4","",""
