"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","A","01","00000405","Dayton Toastmasters Club","Active","18","13","1","3","1","0","1","0","0","3","0","7","3","1","0","1",""
"40","A","01","00001108","Kittyhawk Club","Suspended","3","0","0","0","0","0","0","0","0","0","0","7","3","0","0","1",""
"40","A","01","00001694","Dayton United Communicators Club","Active","20","14","8","5","2","2","5","1","5","2","0","7","5","1","0","1",""
"40","A","01","00588286","Dayton Top Mentors Toastmasters Club","Active","21","11","4","1","1","0","1","1","1","0","0","7","7","1","0","1",""
"40","A","01","01331177","Downtown Morning Toasters","Active","21","17","6","2","2","1","3","1","3","1","0","7","4","1","0","1",""
"40","A","01","02158270","Heartbeat Toastmasters","Active","9","8","0","0","0","0","0","0","0","0","0","6","1","0","0","1",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","Suspended","6","0","1","0","0","0","0","0","0","0","0","7","5","0","0","1",""
"40","A","02","00002421","Beacon Toastmasters Club","Active","16","11","2","2","1","0","2","0","0","2","0","5","2","1","0","1",""
"40","A","02","00004532","Wright-Flyers ","Active","8","9","1","0","0","0","0","0","0","1","0","0","3","1","0","1",""
"40","A","02","00008187","Tarmac Toastmasters Club","Active","11","13","1","1","0","0","0","0","0","2","0","2","4","1","0","1",""
"40","A","02","07273470","Wright Way Toastmasters","Active","14","23","7","2","1","0","2","1","1","4","8","5","5","1","0","1",""
"40","A","03","00000553","Megacity Toastmasters Club","Active","15","10","2","2","1","0","1","0","0","1","0","7","4","1","0","1",""
"40","A","03","00001206","RELX Communicators","Active","10","10","2","4","1","0","0","0","0","2","0","5","2","1","0","1",""
"40","A","03","00001740","Miami Valley Toastmasters","Active","13","9","0","1","0","0","0","0","0","1","0","2","1","0","0","1",""
"40","A","03","00002120","Kettering Toastmasters Club","Active","11","12","2","1","0","0","0","1","0","2","0","6","0","1","0","1",""
"40","A","03","00631540","Springboro Toastmasters","Active","20","19","4","0","2","0","0","0","0","4","0","7","5","1","0","1",""
"40","A","03","07264780","Synchrony - Kettering","Active","24","26","9","7","2","2","3","1","4","4","0","4","4","1","0","1",""
"40","A","04","00001238","Greenville Club","Low","9","7","2","4","2","1","1","0","0","0","0","5","2","0","0","1",""
"40","A","04","00004341","Lima Eye Openers Club","Ineligible","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","A","04","00005136","Grand Lake Toastmasters Club","Ineligible","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","A","04","00007241","Hi-Point Club","Active","8","8","7","5","2","2","3","1","1","0","0","5","2","1","0","1",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","Active","12","18","2","0","0","0","0","0","0","4","3","3","2","1","0","2",""
"40","A","04","04334989","Crown Toastmasters","Active","19","18","0","0","0","0","0","0","0","0","0","5","0","0","0","1",""
"40","A","05","00009297","Vandalia Toastmasters Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","A","05","00585063","Springfield Toastmasters Club","Active","21","17","6","5","2","1","2","1","3","0","0","5","3","1","0","1",""
"40","A","05","05124110","Miami County Toastmasters","Active","8","12","4","1","0","0","1","1","2","4","2","3","3","1","0","1",""
"40","A","05","06547513","Cause-Driven Toastmasters","Low","13","7","4","2","2","0","2","1","0","1","0","4","5","0","0","1",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","Active","8","13","4","3","0","0","0","1","0","4","3","7","5","1","0","1",""
"40","A","05","07017426","Leaders on the Rise","Active","12","9","0","1","0","0","0","0","0","3","0","4","2","0","0","1",""
"40","A","06","02615720","WINning Communicators","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","11","00000859","Northwest Club","Suspended","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","11","00002718","Masterminds At Grandview Yard","Low","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","B","11","02116422","Hikma Professionals","Active","8","8","0","0","0","0","0","0","0","0","0","3","0","0","0","0",""
"40","B","11","02451490","2Checkout","Active","13","13","2","0","0","0","1","0","0","1","0","5","5","1","0","1",""
"40","B","11","05168204","Grove City Toastmasters","Active","9","11","1","1","0","0","0","0","0","2","0","3","2","1","0","1",""
"40","B","12","00000214","Greater Columbus Toastmasters","Active","12","10","5","3","2","0","2","1","1","3","0","5","4","0","0","1",""
"40","B","12","00000478","OCLC Toastmasters Club","Active","22","13","1","0","0","0","0","0","0","1","0","0","1","1","0","1",""
"40","B","12","01825615","Progressive Speaking Club","Active","21","21","7","4","2","1","1","1","0","4","6","7","5","1","0","1",""
"40","B","12","02884105","Dublin Premier TM Club","Active","11","13","1","0","0","0","0","0","0","4","0","0","1","1","0","0",""
"40","B","12","03374578","Dynamic  Growth Toastmasters","Active","8","8","2","0","0","0","0","1","0","1","0","4","0","1","0","1",""
"40","B","12","07219299","Radiant Toastmasters","Active","20","11","3","0","0","0","1","1","0","0","0","5","5","1","0","1",""
"40","B","13","00005447","Sawmill Toastmasters Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","14","00002246","Excellcomm Club","Active","9","9","1","0","0","0","0","0","0","4","0","0","2","0","0","0",""
"40","B","14","00004158","Hilliard Toastmasters Club","Active","8","8","1","0","0","0","0","0","0","0","0","5","4","0","0","1",""
"40","B","14","01131982","Premier Toastmasters","Active","21","18","3","2","2","1","1","0","0","3","0","4","5","1","1","1",""
"40","B","14","01276053","Essential To Leadership","Active","8","8","2","1","1","0","1","1","0","2","0","6","6","0","0","1",""
"40","B","14","04181643","Dublin Advanced Toastmasters","Active","10","8","3","0","0","0","1","1","0","0","0","5","6","1","0","1",""
"40","B","14","06722000","Wings With Voices","Low","10","7","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"40","B","15","01293737","MY CATALYST TMC","Active","14","8","2","0","0","0","0","1","1","0","0","4","3","0","0","1",""
"40","B","15","01508639","Scotts Gro-Masters","Active","11","16","3","0","0","0","0","1","0","4","2","2","2","1","0","1",""
"40","B","15","01684414","Marysville E.C.H.O.S.","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","15","07282093","Honda North America (HNA) Toastmasters","Ineligible","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","B","15","07330683","TM-one Toastmasters","Active","12","19","2","0","0","0","0","0","0","4","0","1","1","1","0","1",""
"40","C","21","00000526","Lancaster Toastmasters Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","21","00008739","TM at Pickerington Club","Suspended","6","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0",""
"40","C","21","00707357","The Athenian Toastmasters Club","Active","11","9","0","0","0","0","0","0","0","0","0","0","4","1","0","0",""
"40","C","21","06751540","Pickaway Toastmasters","Ineligible","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","21","07944721","Granville Pros","Active","20","20","1","0","0","0","0","0","0","0","0","0","0","1","0","1",""
"40","C","22","00000511","Newark-Granville Club 511","Active","8","8","1","0","0","0","0","0","0","1","0","7","2","1","0","1",""
"40","C","22","00003182","New Albany Toastmasters","Active","12","8","1","0","0","0","0","0","0","0","0","7","3","1","0","1",""
"40","C","22","01293730","New Albany Communicators","Active","14","9","1","0","0","0","0","0","0","2","0","7","4","0","0","1",""
"40","C","22","06070109","Trance Mission Toastmasters","Ineligible","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","22","07836455","Rise Higher Advanced Toastmasters Club","Active","16","14","2","0","0","0","1","0","0","1","0","7","7","1","0","1",""
"40","C","23","00000524","Franklin Club","Active","17","16","3","0","1","0","0","1","0","4","1","7","2","1","0","1",""
"40","C","23","00647621","SOAR Toastmasters Club","Active","23","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","23","01477745","TEAM Toastmasters Club","Low","8","7","0","0","0","0","0","0","0","1","0","3","4","0","0","1",""
"40","C","23","04309899","Toast of the Town","Suspended","7","1","0","0","0","0","0","0","0","0","0","4","0","0","0","1",""
"40","C","23","07519962","Huntington Easton Toastmasters","Active","3","21","2","0","0","0","0","0","0","4","16","0","6","1","0","0",""
"40","C","24","00008226","Gahanna Club","Active","13","11","3","0","1","0","0","1","0","3","0","7","4","1","0","1",""
"40","C","24","01030644","Kilowattmasters","Low","8","7","0","0","0","0","0","0","0","0","0","7","0","0","0","1",""
"40","C","24","03646317","ENCORE Toastmasters","Active","15","14","5","1","2","0","2","1","0","2","0","7","6","1","0","1",""
"40","C","24","06098333","Reynoldsburg Toastmasters","Active","20","18","3","2","0","0","0","1","0","1","0","7","4","1","0","1",""
"40","C","25","00003002","Columbus-Whitehall Club","Active","11","12","2","1","1","0","1","1","0","3","0","6","3","1","0","1",""
"40","C","25","00003500","AGOISSI Toastmasters Club","Active","25","24","6","4","2","1","2","1","0","2","0","7","6","1","0","1",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","Low","8","3","0","0","0","0","0","0","0","0","0","5","0","0","0","1",""
"40","C","25","04410308","Defensively Speaking","Active","17","9","2","0","0","0","1","1","0","0","0","7","1","1","0","1",""
"40","D","31","00001941","Anderson Hills Toastmasters Club","Active","6","8","1","0","0","0","0","0","0","2","0","2","1","1","0","1",""
"40","D","31","00002289","T.A.L.K. Club","Active","10","8","1","0","0","0","0","0","0","3","0","6","4","0","0","1",""
"40","D","31","00009523","TV Toastmasters Club","Low","8","5","1","1","0","0","1","1","0","0","0","2","2","0","0","1",""
"40","D","31","00922409","Midland Ace's Club","Ineligible","10","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",""
"40","D","31","00922412","Modern Voices Club","Active","15","23","2","0","0","0","0","0","0","4","6","3","1","1","0","0",""
"40","D","32","00008020","Bearcat Toastmasters Club","Active","17","9","2","1","0","0","0","0","0","0","0","4","5","1","0","1",""
"40","D","32","00922067","Environmentally Speaking","Active","13","13","2","0","0","0","0","0","0","0","0","5","7","1","0","1",""
"40","D","32","04887152","Paycor Toastmasters","Active","21","18","1","0","0","0","0","0","0","3","0","1","2","1","0","1",""
"40","D","32","05522829","Entrepreneur Toastmasters Club","Active","12","8","0","1","1","0","0","0","0","0","0","4","2","0","0","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","15","12","1","0","0","0","0","0","0","2","0","3","1","1","0","1",""
"40","D","33","00009319","Cincinnati NIOSH Club","Active","12","10","1","3","1","0","1","1","0","1","0","5","0","0","0","1",""
"40","D","33","00742749","Kroger Food for Thought Club","Active","8","9","1","1","1","0","0","0","0","2","0","7","2","1","0","1",""
"40","D","33","01491854","A Toast to Genius","Active","12","8","0","2","0","0","1","0","0","1","0","4","1","0","0","1",""
"40","D","33","07754349","Digital Declaratives Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","34","00003459","Great American Speakers Club","Active","30","32","3","1","0","0","0","0","0","4","10","4","1","1","0","1",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","22","22","6","2","2","0","3","1","1","3","0","6","4","1","0","1",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","Suspended","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","34","07335430","Givaudan Toastmasters","Active","22","22","2","0","0","0","0","0","0","4","0","4","3","1","0","1",""
"40","D","35","00001249","West Hills Toastmasters Club","Low","8","7","0","1","0","0","0","0","0","0","0","4","0","0","0","1",""
"40","D","35","00002142","Toast-N-Talk Club","Active","9","8","1","0","0","0","0","0","0","0","0","6","3","1","0","1",""
"40","D","35","00907534","FTMT on Campus","Active","0","37","2","0","0","0","0","0","0","4","33","0","0","0","0","0",""
"40","D","35","01655418","MSD Sewer Talk","Active","9","9","2","2","0","0","0","0","0","1","0","5","4","1","0","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","11","8","1","1","0","0","0","0","0","1","0","1","0","1","0","2",""
"40","E","41","00002949","Sunrise Toastmasters Club","Active","20","15","1","0","0","0","0","0","0","1","0","2","1","1","0","2",""
"40","E","41","00005517","Lexmark Club","Active","23","17","7","5","2","1","2","1","2","1","0","5","4","1","0","1",""
"40","E","41","03663553","Big Blue Toastmasters","Active","4","10","4","1","1","0","1","1","4","4","4","3","6","0","0","2",""
"40","E","42","00002005","Toastmasters of South Charleston","Suspended","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","E","42","00002869","Huntington Centennial Toastmasters Club","Active","9","9","0","0","0","0","0","0","0","2","0","0","0","0","0","1",""
"40","E","42","00006455","River Cities Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","E","42","06977905","Mountain Movers","Active","10","8","1","1","0","0","0","1","0","0","0","0","0","0","0","0",""
"40","E","43","00002730","Capital City Toastmasters","Low","11","7","0","0","0","0","1","0","0","0","0","1","2","0","0","1",""
"40","E","43","00004097","Madco Club","Active","13","10","1","1","1","0","1","0","0","0","0","0","0","1","0","1",""
"40","E","43","00007305","Downtown Lunch Bunch Toastmasters Club","Active","12","9","2","0","0","0","1","1","1","1","0","0","1","0","0","2",""
