"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","CCs","Add. CCs","ACs","Add. ACs","CL/AL/DTMs","Add. CL/AL/DTMs","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","0D","0A","00001210","Hogge Creek Club","Suspended","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",""
"40","A","01","00000405","Dayton Toastmasters Club","Active","16","1","5","1","0","1","0","0","0","4","5","5","4","1","0","1",""
"40","A","01","00000747","City of Dayton Toastmasters Club","Active","10","4","0","0","0","0","0","0","0","3","0","0","4","0","0","0",""
"40","A","01","00001108","Kittyhawk Club","Active","15","13","3","1","0","0","0","0","0","4","2","4","4","1","1","1",""
"40","A","01","01330791","Sinclair","Active","5","1","1","0","0","0","0","1","0","2","0","5","0","0","0","1",""
"40","A","01","01331177","Downtown Morning Toasters","Active","28","26","9","2","0","1","2","1","1","4","5","5","5","1","1","1","P"
"40","A","02","00001242","Huffman Prairie Toastmasters Club","Active","15","19","4","1","0","1","0","0","0","4","3","6","4","1","1","1",""
"40","A","02","00002421","Beacon Club","Active","28","22","7","2","0","1","1","1","1","2","0","5","7","1","1","1","S"
"40","A","02","00004532","Wright-Flyers ","Active","16","8","2","0","0","0","0","0","0","1","0","6","5","1","1","1",""
"40","A","02","00005586","Command Performers Club","Active","6","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0",""
"40","A","02","00008187","Tarmac Toastmasters Club","Active","17","15","5","0","0","0","0","1","1","4","1","7","6","1","1","1",""
"40","A","02","00732139","Wright State Toastmasters","Low","10","5","3","0","0","0","0","0","0","4","2","5","4","1","0","2",""
"40","A","03","00000553","Megacity Toastmasters Club","Active","13","8","1","1","0","0","0","0","0","2","0","3","4","1","1","1",""
"40","A","03","00001740","Miami Valley Toastmasters","Active","25","25","8","0","0","1","1","1","1","4","7","7","5","1","1","1","S"
"40","A","03","00002120","Kettering Toastmasters Club","Active","20","18","6","0","0","1","0","1","1","4","1","4","4","1","1","1",""
"40","A","03","00631540","Springboro Coffee Talk","Active","18","9","3","0","0","0","0","1","0","4","0","6","1","1","1","1",""
"40","A","03","02615720","WINning Communicators","Active","31","25","2","1","0","0","0","0","0","4","0","0","4","1","1","1",""
"40","A","03","03797950","Teradata Toastmasters Club","Active","20","20","1","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"40","A","04","00001238","Greenville Club","Active","20","14","4","0","0","0","0","1","1","1","0","5","4","1","1","1",""
"40","A","04","00004341","Lima Eye Openers Club","Low","8","6","0","0","0","0","0","0","0","3","0","0","0","1","0","0",""
"40","A","04","00005136","Grand Lake Toastmasters Club","Active","8","11","4","0","0","0","0","0","0","4","4","5","5","0","1","1",""
"40","A","04","00008144","Shelby County Club","Active","10","8","3","2","0","0","0","1","0","2","0","5","2","1","0","1",""
"40","A","04","01739738","Emerson Climate Toastmasters","Active","24","23","5","0","0","0","0","1","1","4","3","4","4","1","1","2","D"
"40","A","05","00002159","Aquinas Toastmasters Club","Active","8","7","2","0","0","0","0","0","0","1","0","4","4","1","0","1",""
"40","A","05","00009297","Vandalia Toastmasters Club","Active","9","8","1","0","0","0","0","0","0","3","0","5","2","1","0","1",""
"40","A","05","00585063","Springfield Toastmasters Club","Active","20","19","9","2","0","1","1","1","7","4","4","4","4","1","1","2",""
"40","A","05","00635245","Leaders on the Rise Toastmasters Club","Suspended","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","A","06","00001694","Dayton United Communicators Club","Active","13","10","2","0","0","0","0","0","0","4","2","5","2","1","1","1",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","Active","12","12","3","0","0","0","0","1","0","2","0","7","6","1","1","1",""
"40","A","06","01216711","CMG Headliners","Active","11","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1",""
"40","A","06","01323782","Deloitte Dayton Office Toastmasters","Active","20","8","3","0","0","0","0","0","0","4","1","4","4","1","1","1",""
"40","A","06","02158270","Heartbeat Toastmasters","Active","24","11","5","1","0","1","1","0","0","4","2","6","6","1","1","2",""
"40","A","07","00001206","Mid Day Cabaret Club","Active","15","12","4","1","0","0","0","1","0","4","1","4","4","1","1","1",""
"40","A","07","00003255","Mound Club 3255","Active","9","8","1","0","0","0","0","0","0","0","0","0","0","1","1","1",""
"40","A","07","00940665","Toastmasters @ 9797","Active","15","12","3","0","0","0","0","1","0","4","1","0","0","1","1","1",""
"40","A","07","01126147","LJB Toastmasters","Active","28","29","0","0","0","0","0","0","0","2","0","0","0","1","1","0",""
"40","B","11","00000859","Northwest Club","Active","20","21","8","2","2","0","0","1","2","4","12","6","4","1","1","1","S"
"40","B","11","00000959","Columbus Toastmasters Club","Active","23","13","2","1","0","0","0","0","0","4","1","4","2","1","1","1",""
"40","B","11","00004158","Hilliard Toastmasters Club","Active","17","9","5","0","0","1","0","1","0","4","6","6","3","1","1","1",""
"40","B","11","00004915","Central Ohio Advanced Club","Active","20","11","6","2","1","1","0","1","1","2","0","5","5","1","1","1",""
"40","B","11","02451490","2Checkout","Active","15","4","2","1","0","0","0","0","0","4","10","0","0","0","0","1",""
"40","B","11","03374578","Dynamic DISH Toastmasters","Active","34","46","3","0","0","0","0","0","0","4","23","0","1","1","1","1",""
"40","B","12","00002246","Excellcomm Club","Active","15","15","2","0","0","0","0","0","0","4","0","1","5","1","1","1",""
"40","B","12","00002718","Toastmasters @ Tuttle  #2718","Active","23","17","7","0","0","1","0","1","1","4","4","4","5","1","1","1",""
"40","B","12","00005447","Sawmill Toastmasters Club","Active","13","12","4","2","0","1","0","0","0","4","2","7","3","1","1","1",""
"40","B","12","01015118","Rings Road Toastmasters","Active","10","12","2","0","0","0","0","0","0","4","5","3","0","0","1","0",""
"40","B","12","01149175","Trailblazers","Active","11","10","3","0","0","1","0","0","0","3","0","7","5","1","1","1",""
"40","B","12","03812990","Nationwide Sales Academy","Active","20","33","1","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"40","B","13","00005156","Delaware Toastmasters","Active","12","15","4","0","0","0","0","0","0","4","6","7","7","1","1","1",""
"40","B","13","00007241","Hi-Point Club","Active","16","10","2","0","0","0","0","0","0","3","0","7","4","1","1","1",""
"40","B","13","01293737","MY CATALYST TMC","Active","14","13","4","0","0","0","0","1","0","4","7","5","3","1","1","1",""
"40","B","13","01508639","Scotts Gro-Masters","Active","39","39","6","0","0","0","0","1","1","4","13","5","5","1","1","1","D"
"40","B","13","01684414","Marysville E.C.H.O.S.","Active","28","29","9","2","2","1","0","1","6","4","4","7","7","1","0","1","P"
