"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","A","11","00000405","Dayton Toastmasters Club","Active","22","21","4","4","2","1","0","0","0","4","2","7","1","1","0","1",""
"40","A","11","00001694","Dayton United Communicators Club","Active","20","13","6","2","2","0","2","1","6","0","0","7","7","1","0","1",""
"40","A","11","00588286","Dayton Top Mentors Toastmasters Club","Active","16","14","6","2","2","0","2","1","1","0","0","7","5","1","0","1",""
"40","A","11","01331177","Downtown Morning Toasters","Active","20","20","5","1","2","1","2","1","0","4","2","6","0","1","0","1",""
"40","A","11","02158270","Heartbeat Toastmasters","Ineligible","9","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0",""
"40","A","12","00002421","Beacon Toastmasters Club","Active","8","8","0","1","0","0","0","0","0","1","0","5","0","0","0","1",""
"40","A","12","00004532","Wright-Flyers ","Suspended","6","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0",""
"40","A","12","00008187","Tarmac Toastmasters Club","Active","11","11","1","0","0","0","0","0","0","1","0","4","1","1","0","1",""
"40","A","12","07273470","Wright Way Toastmasters","Active","20","23","8","1","2","0","2","1","1","4","4","6","5","1","0","1",""
"40","A","13","00002120","Kettering Toastmasters Club","Active","12","10","1","1","0","0","0","0","0","2","0","5","2","1","0","1",""
"40","A","13","00007241","Hi-Point Club","Active","9","11","1","0","0","0","0","0","0","3","0","4","2","1","0","1",""
"40","A","13","00631540","Springboro Toastmasters","Active","20","14","4","0","2","2","1","0","0","2","0","6","5","1","0","1",""
"40","A","13","01739738","Copeland Sidney Toastmasters","Active","17","14","3","1","1","0","1","1","1","1","0","4","2","1","0","1",""
"40","A","13","04334989","Crown Toastmasters","Active","16","23","3","0","0","0","0","0","0","4","6","4","0","1","0","1",""
"40","A","13","07264780","Synchrony – CWC","Active","28","28","8","3","2","5","7","1","15","4","6","5","3","1","0","1",""
"40","A","14","00585063","Springfield Toastmasters Club","Active","8","9","3","0","0","0","0","1","0","2","0","4","4","1","0","1",""
"40","A","14","05124110","Miami County Toastmasters","Suspended","6","4","0","0","0","0","0","0","0","1","0","4","0","0","0","1",""
"40","A","14","06793986","Assurant-Springfield Toastmasters","Active","19","20","4","0","0","0","1","1","0","4","1","7","4","1","0","1",""
"40","A","14","07017426","Leaders on the Rise","Active","8","8","0","0","0","0","0","0","0","2","0","4","1","0","0","1",""
"40","A","14","28678180","Alkermes Toastmasters","Active","33","33","1","0","0","0","0","0","0","0","0","0","0","1","0","1",""
"40","B","21","00000214","Greater Columbus Toastmasters","Active","13","12","1","1","0","0","0","0","0","3","0","5","2","1","0","1",""
"40","B","21","00000859","Northwest Club","Active","7","9","1","0","0","0","0","0","0","2","0","4","4","1","0","0",""
"40","B","21","00002246","Excellcomm Club","Active","8","9","1","0","0","0","0","0","0","2","0","4","1","1","0","1",""
"40","B","21","02451490","2Checkout","Low","8","6","0","0","0","0","0","0","0","0","0","5","2","0","0","1",""
"40","B","21","03374578","Dynamic  Growth Toastmasters","Low","11","7","1","0","0","0","0","0","0","0","0","6","4","0","0","1",""
"40","B","21","03812990","Eagles Toastmasters","Active","9","8","1","0","0","0","0","0","0","1","0","4","0","1","0","1",""
"40","B","22","00000478","OCLC Toastmasters Club","Active","13","15","1","0","0","0","0","0","0","3","0","4","1","1","0","1",""
"40","B","22","00004158","Hilliard Toastmasters Club","Active","9","9","1","0","0","0","0","0","0","3","0","4","4","0","0","1",""
"40","B","22","01131982","Premier Toastmasters","Active","17","12","1","0","0","0","0","0","0","2","0","5","1","1","0","1",""
"40","B","22","02884105","Dublin Premier TM Club","Active","12","14","2","0","0","0","0","0","0","4","1","4","0","1","0","1",""
"40","B","22","28676676","Central Ohio ISSA","Active","10","8","0","0","0","0","0","0","0","2","0","4","1","0","0","1",""
"40","B","23","00005156","Delaware Toastmasters","Active","25","32","6","2","2","0","1","1","0","4","6","5","5","1","0","1",""
"40","B","23","01293737","MY CATALYST TMC","Active","17","10","5","4","2","1","1","1","0","1","0","7","4","1","0","1",""
"40","B","23","01508639","Scotts Gro-Masters","Active","15","15","1","0","0","0","1","0","0","1","0","5","3","1","0","1",""
"40","B","23","01684414","Marysville E.C.H.O.S.","Active","12","10","1","1","0","0","0","0","0","0","0","7","0","1","0","1",""
"40","B","23","07330683","TM-one Toastmasters","Active","36","23","1","0","0","0","0","0","0","0","0","4","0","1","0","1",""
"40","B","24","00000959","Columbus Toastmasters Club","Active","14","11","1","1","1","0","0","0","0","0","0","5","1","1","0","1",""
"40","B","24","00004915","Central Ohio Advanced Club","Active","20","18","3","1","0","0","0","1","1","1","0","4","1","1","0","1",""
"40","B","24","01825615","Progressive Speaking Club","Active","20","17","5","1","2","0","1","1","1","3","0","5","5","1","0","1",""
"40","B","24","03375045","CBUS Toastmasters","Low","8","6","0","0","0","0","0","0","0","2","0","6","2","0","0","1",""
"40","B","24","06137312","Franklin County Communicators","Low","9","4","4","0","0","0","0","1","1","4","5","5","2","0","0","1",""
"40","B","24","06743347","Toastmasters International At OSU","Active","10","8","4","1","1","0","1","1","1","0","0","6","6","1","0","1",""
"40","B","25","00001028","Worthington Toastmasters","Active","8","9","0","0","0","0","0","0","0","2","0","0","0","1","0","0",""
"40","B","25","00003885","Podium Pros Toastmasters Club","Active","18","19","3","0","0","0","1","1","0","4","0","5","1","1","0","1",""
"40","B","25","02289063","Toast What Matters","Active","14","11","0","0","0","0","0","0","0","3","0","4","0","0","0","0",""
"40","B","25","05168204","Grove City Toastmasters","Active","16","14","1","0","1","0","0","0","0","0","0","5","3","1","0","1",""
"40","B","25","28676881","Rehab Leadership Toastmasters","Active","19","14","2","8","0","0","0","0","0","4","3","4","0","0","0","0",""
"40","C","31","00000524","Franklin Club","Active","25","18","2","1","1","0","1","0","0","4","0","5","2","1","0","1",""
"40","C","31","00647621","SOAR Toastmasters Club","Ineligible","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","31","06098333","Reynoldsburg Toastmasters","Active","11","10","3","1","0","0","1","1","2","2","0","7","3","1","0","1",""
"40","C","31","07519962","Huntington  Toastmasters","Active","14","12","2","0","0","0","0","0","0","4","0","4","1","1","0","1",""
"40","C","31","28676480","Hexion Toastmasters","Active","16","12","1","0","0","0","0","0","0","0","0","0","0","1","0","1",""
"40","C","32","00003002","Columbus-Whitehall Club","Active","12","11","2","2","1","0","0","1","0","1","0","4","0","1","0","1",""
"40","C","32","00003500","AGOISSI Toastmasters Club","Active","22","19","2","1","2","0","0","0","0","2","0","4","1","1","0","1",""
"40","C","32","00008226","Gahanna Club","Active","8","8","1","0","0","0","1","0","0","3","0","7","5","0","0","1",""
"40","C","32","00707357","The Athenian Toastmasters Club","Active","8","8","0","0","0","0","0","0","0","2","0","4","0","0","0","1",""
"40","C","32","07836455","Rise Higher Advanced Toastmasters Club","Active","13","12","2","1","0","0","0","0","0","1","0","6","5","1","0","1",""
"40","C","33","00000511","Newark-Granville Club 511","Active","14","13","5","6","1","0","1","1","1","4","1","4","2","1","0","1",""
"40","C","33","00000753","Nationwide","Active","12","13","2","0","1","0","0","0","0","4","0","4","2","1","0","1",""
"40","C","33","00621016","Brewery District Club","Active","13","11","2","0","2","0","1","1","0","3","0","5","0","1","0","0",""
"40","C","33","00952869","PowerSpeakers Toastmaster Club - For AEP Employees, Retirees and Contractors","Active","35","28","3","0","0","0","0","1","0","4","1","5","0","1","0","1",""
"40","C","33","01029419","Uptown","Suspended","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","34","00001802","Mid-Day Club","Active","15","15","0","0","0","0","0","0","0","3","0","0","0","1","0","0",""
"40","C","34","00008082","The Breakfast Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","C","34","00009099","Children's Hospital Club","Low","7","7","0","0","0","0","0","0","0","1","0","5","0","0","0","1",""
"40","C","34","01293730","New Albany Communicators","Low","8","7","1","0","0","0","0","0","0","0","0","5","4","0","0","1",""
